"Year","Coal","Oil","Gas","Cement"
1950,4.400464,3.744608,0,0.287108
1951,4.486666,4.644157,0,0.345124
1952,3.999575,5.336430,0,0.348759
1953,3.665372,5.743638,0,0.374471
1954,3.554080,5.946672,0,0.381600
1955,3.620032,7.397616,0,0.396137
1956,3.656672,7.851952,0,0.443383
1957,3.227984,7.628448,0,0.501531
1958,2.799296,7.877600,0,0.508800
1959,2.843264,8.405216,0,0.559680
1960,3.008144,9.508080,0,0.570583
1961,2.821280,9.885472,0,0.628731
1962,3.103408,10.259200,0,0.697783
1963,2.689376,11.563584,0,0.712320
1964,2.920208,12.486912,0,0.763200
1965,3.334240,12.263408,0,0.792274
1966,3.279280,15.359488,0,0.901302
1967,3.191344,15.048048,0,1.064845
1968,3.173024,16.806768,0,1.133897
1969,3.601712,17.360032,0,1.232022
1970,3.587526,23.100880,0,1.290340
1971,3.462947,22.140873,0,1.357018
1972,3.085088,23.900272,0,1.350800
1973,2.696704,25.398848,0,1.352041
1974,3.098092,22.190745,0,1.309509
1975,3.000816,23.957822,1.424199,1.347220
1976,3.400192,25.338377,2.376727,1.333836
1977,2.656714,24.633108,3.720399,1.152308
1978,2.931200,23.531427,4.675313,1.112954
1979,3.667664,24.438267,4.844680,1.095649
1980,3.824847,22.035094,3.791034,1.100210
1981,3.829815,21.765352,4.221570,0.917766
1982,3.834782,20.949290,4.120713,0.892801
1983,3.839750,21.481643,4.632234,0.834768
1984,3.844718,22.563059,5.426303,0.772960
1985,3.849685,21.352893,5.032256,0.803208
1986,3.854653,22.729169,6.031921,0.877692
1987,3.859620,21.330256,5.857680,0.823195
1988,3.930878,21.849228,7.627755,0.716665
1989,4.002137,20.015037,7.841179,0.691491
1990,3.687215,20.248779,7.499252,0.634263
1991,3.262808,19.448814,7.825937,0.591864
1992,3.291647,19.749283,8.334145,0.653314
1993,3.700368,20.130155,8.718752,0.837916
1994,4.066899,20.875839,9.422545,0.845000
1995,4.138211,21.313236,9.395749,0.875000
1996,4.139028,23.387799,10.117980,0.863000
1997,4.211648,23.044605,10.553131,0.922200
1998,4.416749,23.750956,9.861798,0.900082
1999,4.401762,24.281718,9.614848,0.892304
2000,4.324230,22.345523,11.041694,0.889732
2001,3.939035,23.330051,12.131267,0.852960
2002,3.433866,23.321557,12.302252,0.875198
2003,3.284167,24.382347,13.021419,0.904099
2004,3.669737,24.047380,13.595434,0.716396
2005,3.318534,23.640304,13.426398,0.779915
2006,2.746651,24.742871,13.600206,0.804520
2007,3.109524,24.389416,13.920031,0.868830
2008,3.229605,23.620412,14.090257,0.832637
2009,2.322283,23.144400,14.792624,0.841934
2010,3.052982,24.535346,15.052728,0.754030
2011,3.201787,24.308004,14.367814,0.748928
2012,3.175430,24.278852,14.085893,0.725425
2013,3.241528,24.539284,13.909416,0.730642
2014,3.473395,24.090678,14.650885,0.727225
2015,3.361535,23.892775,15.515855,0.671513
2016,3.478931,23.380068,15.152154,0.684498
2017,3.581468,22.723130,15.497547,0.765640
2018,3.466207,23.346620,15.334922,0.729764
2019,3.484860,22.083602,15.057183,0.721714
2020,3.539266,21.327897,14.317639,0.724707
2021,3.639144,22.070243,13.397103,0.698566
2022,3.679560,22.164017,12.923290,0.710263
2023,3.752304,21.029211,11.421803,0.594160
2024,3.850898,20.649299,10.046506,0.594160
