"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,23.814731,27.037712,7.148026,0.231524,0.013641,-10.616172
1991,21.526820,25.958725,6.680855,0.201195,0.020265,-11.334220
1992,22.699792,26.903531,6.605938,0.166204,0.020092,-10.995972
1993,22.430503,27.825989,7.132512,0.193819,0.024836,-12.746653
1994,25.479920,29.341118,7.509075,0.173723,0.021698,-11.565693
1995,23.974561,29.766852,7.616985,0.193860,0.020252,-13.623389
1996,31.390371,32.738003,7.709738,0.180458,0.022899,-9.260727
1997,28.655109,32.377321,8.162120,0.180625,0.023533,-12.088491
1998,27.658159,32.412339,8.339618,0.160626,0.025436,-13.279860
1999,23.772701,33.379973,8.095141,0.159059,0.039709,-17.901181
2000,25.553828,32.402094,8.519420,0.137219,0.080532,-15.585436
2001,22.457037,34.054688,8.198885,0.139557,0.090017,-20.026110
2002,20.568302,33.943135,7.511274,0.136065,0.089460,-21.111632
2003,22.690934,35.279465,7.668769,0.123948,0.095633,-20.476881
2004,22.375971,35.147602,8.239243,0.111464,0.104553,-21.226891
2005,19.872380,34.842459,7.712073,0.109279,0.107629,-22.899061
2006,25.305871,35.817694,7.410102,0.103925,0.108316,-18.134166
2007,25.354343,37.411035,7.579933,0.098654,0.112008,-19.847286
2008,19.525882,36.258117,7.917930,0.095723,0.109645,-24.855533
2009,19.591551,36.297197,6.378532,0.088269,0.061704,-23.234151
2010,19.527093,37.863704,7.253806,0.078332,0.196479,-25.865228
2011,19.795272,36.835633,7.355713,0.078262,0.262378,-24.736714
2012,20.169815,36.412752,7.296626,0.080099,0.228779,-23.848441
2013,23.840410,36.548053,7.408299,0.082011,0.245608,-20.443560
2014,26.080558,36.846803,7.469359,0.088769,0.278157,-18.602530
2015,30.490851,37.299838,7.604605,0.089893,0.253832,-14.757316
2016,30.461386,36.558176,7.548397,0.088503,0.250595,-13.984286
2017,28.668521,35.961088,7.578934,0.093533,0.278972,-15.244006
2018,33.779404,36.141513,7.671298,0.103010,0.280546,-10.416963
2019,34.987766,34.577645,7.688060,0.114406,0.240018,-7.632362
2020,24.645226,32.794496,7.807149,0.127405,0.255756,-16.339581
2021,35.745533,32.552263,7.889865,0.125307,0.178062,-4.999963
2022,31.058633,32.310289,7.925518,0.129034,0.205869,-9.512078
2023,25.892926,31.062367,7.289864,0.132789,0.181381,-12.773475
2024,20.857907,29.337908,7.129748,0.132753,0.164445,-15.906948
