"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,337.868416,34.430903,304.146968,3.840128,5.662858,-10.212442
1991,354.870559,32.861040,324.077745,3.706466,5.151570,-10.926261
1992,344.100286,33.695765,314.699340,3.227172,3.065134,-10.587126
1993,393.236521,35.177156,363.861277,3.400944,3.137064,-12.339920
1994,363.244467,37.045613,330.884655,3.454797,3.017492,-11.158089
1995,419.158038,37.597950,388.518683,3.487162,2.768917,-13.214674
1996,304.252738,40.651098,266.365943,3.503849,2.581210,-8.849362
1997,380.584854,40.743600,345.568819,3.495743,2.448421,-11.671729
1998,412.831407,40.938019,378.678463,3.575367,2.499225,-12.859668
1999,538.582817,41.673882,508.042064,3.739088,2.606533,-17.478751
2000,475.392398,41.139265,443.203590,3.571063,2.639817,-15.161337
2001,596.496922,42.483147,567.525310,3.481996,2.606707,-19.600238
2002,624.647978,41.679934,597.736580,3.701167,2.213593,-20.683296
2003,608.272457,43.167816,579.915419,3.577456,1.658107,-20.046341
2004,628.999814,43.602863,600.796945,3.710250,1.686828,-20.797071
2005,673.169916,42.771441,647.398293,3.782727,1.684073,-22.466618
2006,544.598645,43.440038,513.835424,3.482443,1.535220,-17.694479
2007,592.542659,45.201629,561.898609,3.332954,1.521324,-19.411857
2008,726.351499,44.381415,701.933329,2.928929,1.517329,-24.409503
2009,680.116243,42.825703,656.521630,2.412730,1.147045,-22.790866
2010,753.486263,45.392321,730.154100,2.311348,1.045322,-25.416829
2011,722.034531,44.531986,698.341517,2.343167,1.106767,-24.288906
2012,697.471467,44.018256,673.421953,2.340070,1.089875,-23.398688
2013,605.744104,44.283971,578.009719,2.316231,1.128376,-19.994192
2014,556.396498,44.683088,526.410767,2.344879,1.110378,-18.152613
2015,453.126504,45.248167,418.730266,2.381762,1.072865,-14.306554
2016,431.392302,44.445671,397.049875,2.316953,1.101540,-13.521738
2017,464.693188,43.912528,432.241083,2.266777,1.053003,-14.780202
2018,334.536504,44.196366,297.000300,2.255304,1.037913,-9.953379
2019,257.615556,42.620128,218.815540,2.290674,1.060675,-7.171462
2020,490.979673,40.984806,462.602328,2.238598,1.032999,-15.879059
2021,184.633496,40.745496,145.092514,2.247733,1.084083,-4.536331
2022,306.101559,40.570711,271.393825,2.257168,0.935109,-9.055254
2023,391.903501,38.666401,362.544535,2.094024,0.913255,-12.314715
2024,474.587227,36.764854,450.180863,2.222143,0.868055,-15.448688
