"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,-9.765171,-9.538392,-13.461342,-14.601033,-14.734339,-13.704683,-12.304041,-11.297744,-8.571691,-8.691648,-15.361966,-10.161884,-11.005693,-10.924663,-10.899597,-10.814457,-10.365467,-10.488836,-12.376018,-10.948298,-10.230920,-12.187679,-11.007020
1991,,,-13.314454,-14.057618,-14.190775,-12.919544,-11.505561,-10.497838,-9.125940,-9.270003,-16.473326,-12.432623,-13.179028,-13.100534,-13.072465,-13.106528,-13.207453,-13.332448,-14.179615,-12.739437,-12.021848,-13.248245,-11.986104
1992,,,-13.596117,-14.341334,-14.450621,-12.507622,-11.093517,-10.085846,-9.601115,-9.746722,-16.436855,-13.486866,-13.866711,-13.792806,-13.767349,-13.347365,-14.174674,-14.297149,-13.582438,-12.150841,-11.433040,-12.753382,-11.412886
1993,,,-13.357084,-13.946422,-14.060371,-12.772290,-11.358144,-10.350523,-10.115462,-10.290521,-18.205697,-12.732605,-13.028977,-12.967591,-12.940800,-13.674346,-13.050072,-13.169974,-15.125452,-13.679786,-12.961597,-13.646533,-12.843926
1994,,,-13.937227,-14.623490,-14.723494,-12.260969,-10.846525,-9.838955,-10.864536,-11.061835,-17.120823,-14.323805,-14.821295,-14.770202,-14.741102,-13.971135,-15.170242,-15.290227,-13.023785,-11.606758,-10.888098,-12.469177,-11.609364
1995,,,-13.410103,-13.840004,-13.934995,-13.100904,-11.684441,-10.676922,-11.224398,-11.445663,-19.800872,-13.416165,-14.150989,-14.109212,-14.075975,-15.410209,-14.243583,-14.372071,-17.317042,-15.853193,-15.135309,-14.946607,-14.523904
1996,,,-13.839119,-14.281695,-14.367449,-12.454605,-11.033927,-10.026459,-12.021064,-12.255187,-19.387905,-16.006488,-16.515378,-16.477729,-16.399420,-16.816437,-17.045601,-17.205618,-16.366924,-14.923023,-14.383868,-10.528786,-10.282486
1997,,,-21.262255,-14.362126,-13.980359,-12.770150,-11.352873,-10.345456,-12.579216,-12.832146,-19.014850,-16.233606,-16.529062,-16.490467,-16.423054,-16.716094,-16.905285,-17.061464,-14.945411,-13.619595,-13.313491,-13.358017,-13.324152
1998,-17.587815,-17.430804,-20.943365,-20.208962,-19.864444,-12.673316,-11.179597,-10.172180,-13.293166,-13.859588,-19.898662,-18.969641,-19.282065,-19.266679,-19.193933,-19.782103,-20.055923,-20.203834,-17.127257,-15.859808,-15.821571,-14.637797,-14.667634
1999,-17.767327,-17.611856,-20.938634,-19.825328,-20.078720,-16.277456,-13.805517,-11.094695,-13.862439,-14.220667,-14.879127,-21.355653,-21.828224,-21.826825,-21.754203,-22.319699,-22.533000,-22.668083,-18.506051,-17.424499,-17.477423,-20.026136,-20.137001
2000,-18.743411,-18.608789,-20.832960,-25.274025,-25.325820,-23.400951,-17.091624,-12.563516,-18.543269,-19.083767,-15.012908,-23.937527,-24.056519,-24.067248,-23.978778,-24.701071,-24.849172,-24.982564,-20.039500,-19.064034,-19.105451,-17.400317,-17.405812
2001,-18.967956,-18.830758,-20.847726,-27.129446,-27.374789,-25.982932,-18.953925,-14.597934,-20.409676,-20.798936,-18.655089,-25.956278,-26.055955,-26.057693,-25.980619,-26.594082,-26.760226,-26.856007,-21.942657,-21.031068,-21.035343,-22.166170,-22.041504
2002,,-19.920372,-20.919637,-26.262968,-27.900743,-30.955584,-23.719701,-17.105818,-25.073936,-25.759451,-21.207119,-26.849158,-26.775950,-26.783765,-26.684731,-27.489810,-27.476539,-27.573425,-23.005835,-22.130476,-22.081138,-23.552040,-23.258655
2003,,,-20.969969,-26.017071,-25.220235,-31.719662,-25.708621,-20.169272,-27.863280,-28.218780,-23.243292,-27.996529,-27.705138,-27.713080,-27.617159,-28.980015,-28.934344,-29.023740,-24.582960,-23.744950,-23.681902,-22.771308,-22.302582
2004,,,,-26.322543,-25.517831,-31.078879,-25.899162,-23.178841,-27.194437,-27.460065,-26.747651,-27.499518,-27.236660,-27.233954,-27.140643,-28.144411,-28.284715,-28.408385,-24.220472,-23.419676,-23.378666,-23.279266,-22.604633
2005,,,,,-27.232260,-34.481621,-27.933613,-26.065674,-29.626453,-29.903514,-26.827611,-25.188440,-25.204068,-25.192886,-25.101797,-25.348193,-25.597752,-25.719096,-21.497201,-20.756915,-20.763423,-25.239963,-24.580635
2006,,,,,,-27.850376,-22.558422,-26.514344,-24.258346,-24.665575,-21.715054,-26.453326,-26.394749,-26.374063,-26.327954,-28.388331,-27.601628,-27.723420,-23.443266,-22.715368,-22.767036,-20.365221,-19.693811
2007,,,,,,,-25.895434,-27.708505,-28.292572,-28.590779,-21.708639,-26.493173,-26.359771,-26.344217,-26.310535,-26.917754,-27.373669,-27.480471,-23.525958,-22.797725,-22.894482,-21.889850,-21.213724
2008,,,,,,,,-28.575525,-34.322450,-34.713493,-24.522149,-27.135338,-26.925686,-26.878839,-26.848780,-27.781162,-28.141976,-28.245907,-24.817639,-24.135816,-24.245044,-26.849471,-26.186803
2009,,,,,,,,,-25.343935,-27.000782,-22.242207,-29.169094,-28.987588,-28.986958,-28.960910,-30.777710,-30.818392,-30.861202,-28.176563,-27.552955,-27.671415,-25.437908,-24.813474
2010,,,,,,,,,,-32.958502,-23.602320,-26.816844,-25.958001,-26.400629,-26.398372,-26.962496,-26.929637,-26.935235,-24.756980,-24.155476,-24.269894,-26.736139,-26.061273
2011,,,,,,,,,,,-27.595830,-27.656973,-27.370265,-27.864181,-26.996035,-28.515344,-28.421536,-28.449779,-26.074962,-25.453986,-25.605268,-26.006303,-25.403081
2012,,,,,,,,,,,,-26.722743,-25.976241,-26.589359,-25.762748,-25.018004,-24.955971,-25.012104,-22.377409,-21.803332,-21.849792,-25.096043,-24.530485
2013,,,,,,,,,,,,,-26.662862,-26.873260,-26.158001,-26.357966,-25.688054,-25.754179,-22.868274,-22.317811,-22.378065,-21.649961,-21.151814
2014,,,,,,,,,,,,,,-25.970886,-25.279009,-25.088504,-24.544593,-22.594836,-19.074028,-18.537627,-18.642393,-19.307935,-18.966723
2015,,,,,,,,,,,,,,,-24.852546,-24.298762,-23.685016,-21.704840,-14.563761,-13.541773,-13.820018,-15.500512,-15.262723
2016,,,,,,,,,,,,,,,,-24.895400,-24.259258,-22.295342,-15.316973,-13.285082,-13.772628,-14.147561,-13.821560
2017,,,,,,,,,,,,,,,,,-25.471139,-23.503412,-16.403203,-14.311278,-12.903509,-16.425969,-16.080166
2018,,,,,,,,,,,,,,,,,,-24.150091,-17.199971,-15.049036,-13.733189,-13.465295,-13.111652
2019,,,,,,,,,,,,,,,,,,,-19.129424,-16.881594,-15.737031,-9.210929,-8.834775
2020,,,,,,,,,,,,,,,,,,,,-20.778651,-19.622836,-16.574402,-15.963448
2021,,,,,,,,,,,,,,,,,,,,,-15.951114,-12.205436,-10.574158
2022,,,,,,,,,,,,,,,,,,,,,,-14.201820,-8.987990
2023,,,,,,,,,,,,,,,,,,,,,,,-15.560468
