"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,28.419090,28.442100,28.364110,28.607974,28.631762,28.611969,28.596565,28.621950,28.621121,28.605900,28.529519,28.530429,28.971146,29.064461,29.070678,29.070678,28.689311,28.121312,27.835286,27.584552,27.032388,27.029242,27.037996
1991,,,27.897905,27.677268,27.700760,27.705839,27.675150,27.709354,27.677353,27.663416,27.584812,27.589823,27.921747,28.023961,28.020907,28.020907,27.769095,27.252254,26.817781,26.528014,25.951888,25.948892,25.958994
1992,,,28.133742,28.515999,28.536539,28.535469,28.484788,28.526304,28.475099,28.460332,28.377796,28.387090,28.686731,28.811559,28.808785,28.808785,28.713862,28.158672,27.825669,27.554821,26.895200,26.892204,26.903811
1993,,,29.233021,29.691108,29.715386,29.714879,29.672978,29.723140,29.599985,29.585368,29.488877,29.490674,29.819540,29.958163,29.967714,29.967714,29.659966,29.115533,28.777702,28.539789,27.816934,27.813938,27.826282
1994,,,30.820374,31.260393,31.289051,31.289952,31.267762,31.289454,31.109642,31.095596,31.010967,31.015654,31.353760,31.500692,31.510501,31.510501,31.150503,30.629302,30.294531,30.082508,29.330943,29.327947,29.341410
1995,,,30.690698,30.980978,31.013020,31.013449,30.991932,31.006567,30.976123,30.963755,30.895039,30.889602,31.194420,31.356054,31.366320,31.366320,31.592214,31.120015,30.779066,30.562920,29.756011,29.753015,29.767144
1996,,,33.713059,33.993972,34.025483,34.107567,34.080679,34.102074,34.228439,34.215449,34.135652,34.137314,34.322763,34.485690,34.491513,34.491513,34.720409,34.232779,33.829173,33.538396,32.724394,32.721398,32.738311
1997,,,33.697851,33.984317,34.020285,34.022316,33.983218,34.011678,34.132721,34.118463,33.969035,33.970212,34.152077,34.316398,34.324027,34.324027,34.544783,33.876179,33.540478,33.250843,32.362469,32.359473,32.377676
1998,33.813938,33.668602,33.516553,34.018974,34.050695,34.051875,34.009039,34.047100,34.202553,34.187954,34.071350,34.074310,34.284627,34.449498,34.456021,34.456021,34.709430,33.894384,33.607681,33.225886,32.397233,32.394238,32.412841
1999,34.485420,34.330018,34.639337,34.951532,34.983291,34.984164,34.947565,34.983319,35.125032,35.112043,34.953376,34.951915,35.142119,35.318313,35.325563,35.325518,35.577740,34.802670,34.616802,34.226725,33.364527,33.361351,33.380353
