"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,25.368732,7.168101,3.412082,9.919667,4.377353,0.491529,,
1991,24.922881,7.530802,3.153854,9.670956,4.117322,0.449948,,
1992,25.640154,8.097696,3.222217,9.886003,3.978913,0.455325,,
1993,26.530429,8.371607,3.441420,10.181452,4.144549,0.391400,,
1994,27.996517,9.100297,4.051996,10.141371,4.156443,0.546410,,
1995,28.560467,9.011056,3.941360,10.903116,4.138793,0.566141,,
1996,31.120074,9.889773,4.397065,11.425284,4.860666,0.547286,,
1997,31.039713,10.241590,4.113724,11.685409,4.470033,0.528957,,
1998,30.880522,9.938479,4.132083,11.986602,4.347625,0.475734,,
1999,31.274606,9.885908,3.867718,12.652234,4.353248,0.515498,,
2000,30.128760,10.805937,3.477054,11.868834,3.710647,0.266288,,
2001,32.200959,12.023840,3.535853,12.214240,4.055251,0.371774,,
2002,32.541026,12.279436,3.396870,12.116864,4.212165,0.535692,,
2003,33.838567,12.954581,3.591318,12.667430,4.376944,0.248295,,
2004,33.711832,13.047428,3.417410,12.887674,3.953441,0.405880,,
2005,33.321463,13.290077,3.245678,12.909899,3.536712,0.339096,,
2006,34.274324,13.250331,3.552577,13.409427,3.727226,0.334762,,
2007,34.597867,13.603671,3.462959,13.736690,3.525476,0.269072,,
2008,34.051238,13.628746,3.362677,13.526256,3.308871,0.224687,,
2009,34.741710,14.591201,3.063213,13.301555,3.495548,0.290193,,
2010,36.160126,14.789904,3.365731,13.929096,3.855261,0.220134,,
2011,35.052683,14.372999,3.185881,13.987166,3.269041,0.237596,,
2012,34.645973,14.049667,3.052401,14.134053,3.192668,0.217185,,
2013,34.769368,14.111873,3.148928,14.187640,3.091056,0.229871,,
2014,35.426689,14.804223,2.927420,14.549307,2.914315,0.231424,,
2015,35.605239,15.297228,2.898395,14.329282,2.854916,0.225418,,
2016,34.928435,14.846563,2.865461,13.824133,3.160523,0.231755,,
2017,34.507619,15.190003,2.985349,13.031018,3.049065,0.252184,,
2018,34.758429,15.080911,3.078266,13.266135,3.104326,0.228791,,
2019,33.661305,14.931573,2.865672,12.727687,2.901838,0.234534,,
2020,32.027511,14.224310,2.636378,11.939499,2.997503,0.229820,,
2021,31.604887,13.258981,2.839845,12.209997,3.063727,0.232338,,
2022,31.323126,12.706157,2.798452,12.674498,2.913631,0.230387,,
2023,30.148150,12.345122,2.459290,11.979232,3.131187,0.233319,,
