"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,0.220000,-0.720000,-0.070000,"NaN",0,0,"NaN"
2021,0.310000,-0.160000,0.060000,"NaN",0.020000,0.060000,"NaN"
2022,-0.490000,0.510000,0.180000,"NaN",0,-0.090000,"NaN"
2023,-0.520000,1.520000,0,"NaN",-0.030000,0.050000,"NaN"
2024,0.460000,-0.890000,0.180000,"NaN",0.090000,0,"NaN"
