"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2007,,,,,,,-3.219352,-3.121818,-3.986303,-7.806932,-8.140885,-6.925414,-7.085071,-8.103303,-8.103303,-8.399307,-8.218797,-8.218797,-8.218797,-8.735140,-7.467554,-6.984174,-6.984174
2008,,,,,,,,-2.101495,-3.199055,-7.121726,-7.255180,-5.954800,-6.722459,-6.984963,-6.984963,-7.405459,-7.200339,-7.193516,-7.193516,-7.711345,-6.351879,-5.870797,-5.870797
2009,,,,,,,,,-3.476809,-7.256342,-7.478636,-6.242234,-6.551880,-6.866280,-6.866280,-7.177101,-6.974383,-6.974383,-6.974383,-7.480592,-6.138519,-5.654719,-5.654719
2010,,,,,,,,,,-6.115982,-6.955938,-5.620529,-5.468342,-6.052151,-6.052151,-6.387316,-6.195880,-6.195880,-6.195880,-6.704978,-5.267874,-4.759494,-4.759494
2011,,,,,,,,,,,-7.507678,-6.238971,-5.825825,-6.448517,-6.448517,-6.681636,-6.522472,-6.514618,-6.514618,-7.033061,-5.625602,-5.128282,-5.128282
2012,,,,,,,,,,,,-8.128364,-7.344717,-7.657147,-7.657147,-7.653706,-7.513474,-7.511543,-7.511543,-8.038875,-6.761365,-6.267122,-6.267122
2013,,,,,,,,,,,,,-7.924469,-8.101892,-8.101892,-8.262347,-8.138461,-8.138461,-8.138461,-8.670388,-7.479313,-6.985341,-6.985341
2014,,,,,,,,,,,,,,-6.166403,-6.166403,-6.311504,-6.173292,-6.173292,-6.172673,-6.703813,-5.294120,-4.817020,-4.817020
2015,,,,,,,,,,,,,,,-6.474210,-6.799046,-6.677424,-6.677424,-6.677424,-7.218141,-5.824481,-5.302917,-5.302917
2016,,,,,,,,,,,,,,,,-6.915532,-6.776569,-6.745549,-6.745549,-7.290934,-5.890333,-5.373965,-5.373965
2017,,,,,,,,,,,,,,,,,-6.642315,-6.642315,-6.642933,-7.185574,-5.789712,-5.269271,-5.269271
2018,,,,,,,,,,,,,,,,,,-5.728478,-5.728478,-6.273501,-4.815707,-4.295584,-4.295584
2019,,,,,,,,,,,,,,,,,,,-6.410925,-6.955864,-5.585294,-5.064968,-5.064968
2020,,,,,,,,,,,,,,,,,,,,-8.809324,-7.760131,-7.243780,-7.243780
2021,,,,,,,,,,,,,,,,,,,,,-7.709679,-7.263266,-7.263779
2022,,,,,,,,,,,,,,,,,,,,,,-7.316720,-7.317222
2023,,,,,,,,,,,,,,,,,,,,,,,-7.817813
