"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
1990,,,,-2.406573,-2.406586,-2.406586,-2.406586,-2.406586,-2.980806,-10.321569,-10.139095,-9.084178,-9.110381,-9.078348,-9.078348,-9.652250,-9.807159,-9.782673,-9.782673,-10.284717,-9.463510,-9.023234,-9.023234
1991,,,,-3.507555,-3.507546,-3.507546,-3.507546,-3.507546,-3.824407,-11.167112,-11.245160,-10.254761,-9.731567,-9.806163,-9.806163,-10.352084,-10.493111,-10.489646,-10.489646,-10.988101,-10.282307,-9.834899,-9.834899
1992,,,,-4.151153,-4.151148,-4.151148,-4.151148,-4.151148,-5.716941,-13.164015,-12.955207,-11.892339,-10.396888,-10.509625,-10.509625,-10.978004,-11.083798,-11.050303,-11.050303,-11.546718,-10.919822,-10.467902,-10.467902
1993,,,,-4.284165,-4.284155,-4.284155,-4.284155,-4.284155,-4.823258,-12.384007,-12.055109,-11.030079,-10.624747,-10.523379,-10.523379,-10.822819,-10.882183,-10.882183,-10.882183,-11.374969,-10.727274,-10.273363,-10.273363
1994,,,,-3.316511,-3.316505,-3.316505,-3.316505,-3.316505,-3.803966,-11.440601,-11.186647,-10.186700,-9.618930,-9.829196,-9.829196,-10.334343,-10.361027,-10.361027,-10.361027,-10.852253,-10.135035,-9.678999,-9.678999
1995,,,,-2.696006,-2.695995,-2.695995,-2.695995,-2.695995,-3.358779,-10.987350,-10.857209,-9.859089,-9.074138,-9.348692,-9.348692,-9.871431,-9.902420,-9.861764,-9.861764,-10.354803,-9.577237,-9.120715,-9.120715
1996,,,,-2.421642,-2.421625,-2.421625,-2.421625,-2.421625,-3.137538,-10.853359,-10.694860,-9.700768,-8.983970,-9.305534,-9.305534,-9.812761,-9.803793,-9.803793,-9.803793,-10.294712,-9.491280,-9.029318,-9.029318
1997,,,,-1.401761,-1.401765,-1.401765,-1.401765,-1.401765,-2.454793,-11.111983,-10.467210,-9.384586,-8.668784,-9.185377,-9.185377,-9.705850,-9.688581,-9.646704,-9.646704,-10.141629,-9.272165,-8.806343,-8.806343
1998,,,,-1.939457,-1.939475,-1.939475,-1.939475,-1.939475,-2.895793,-13.182450,-11.051088,-10.027303,-9.420587,-10.231611,-10.231611,-10.653180,-10.674113,-10.661447,-10.661447,-11.159109,-10.336369,-9.867012,-9.867012
1999,,,,-1.635955,-1.635935,-1.635935,-1.635935,-1.635935,-2.696751,-10.419851,-11.110395,-10.057371,-9.281719,-10.064589,-10.064589,-9.992376,-9.990045,-9.990045,-9.990045,-10.493201,-9.571436,-9.101376,-9.101376
2000,-2.443315,,,-2.403387,-2.403369,-2.403369,-2.403369,-2.403369,-3.120404,-10.331887,-10.799383,-9.796386,-9.065700,-9.770235,-9.770235,-10.032555,-9.972605,-9.939842,-9.939842,-10.449235,-9.487881,-9.015058,-9.015058
2001,-5.264420,-5.264765,,-5.225133,-5.225149,-5.225149,-5.225149,-5.225149,-6.311786,-9.940884,-10.556049,-9.553795,-8.473332,-8.911680,-8.911680,-9.241789,-9.185866,-9.223057,-9.223057,-9.738920,-8.775563,-8.306390,-8.306390
2002,,-5.277811,,-5.242945,-5.242936,-5.242936,-5.242936,-5.242936,-6.520804,-10.300114,-10.807886,-9.776546,-8.691914,-9.502897,-9.502897,-9.806182,-9.720898,-9.731524,-9.731524,-10.234576,-9.265014,-8.794884,-8.794884
2003,,,-4.881556,-4.833251,-4.833158,-4.833158,-4.833158,-4.833158,-5.831398,-9.675555,-10.282548,-9.200544,-8.515403,-9.259625,-9.259625,-9.436832,-9.325786,-9.272876,-9.272876,-9.778366,-8.725746,-8.250086,-8.250086
2004,,,,-4.250895,-4.250895,-4.250895,-4.250895,-4.153362,-5.123603,-8.970705,-9.678467,-8.539582,-8.419399,-8.957736,-8.957736,-9.426348,-9.298212,-9.284336,-9.284336,-9.792479,-8.698218,-8.212043,-8.212043
2005,,,,,-0.877342,-0.877342,-0.877342,-0.779808,-1.457371,-5.309441,-6.151390,-4.650958,-4.859794,-5.649677,-5.649677,-5.988878,-5.784280,-5.781063,-5.781063,-6.303523,-4.825171,-4.339925,-4.339925
2006,,,,,,-3.050795,-3.050795,-2.953262,-4.153114,-7.938515,-8.498645,-7.314270,-7.297151,-8.374682,-8.374682,-8.792526,-8.626045,-8.623121,-8.623121,-9.145329,-7.918083,-7.414647,-7.414647
