"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2006,,,,,,35.837205,35.833831,31.003988,31.049251,33.594346,33.215646,33.157181,33.044275,33.164293,33.310464,33.542457,33.552460,33.588354,33.588354,33.588354,33.588354,34.118064,34.005245
2007,,,,,,,33.990183,29.184518,29.153052,31.721667,31.499352,31.511144,31.593896,31.588525,31.739232,31.920015,31.974654,32.016689,32.016689,32.016689,32.016689,32.593696,32.470437
2008,,,,,,,,30.483036,29.687433,32.936275,32.203613,32.184824,32.187179,32.190396,32.337105,32.535662,32.454323,32.494218,32.494218,32.494218,32.494218,33.069189,32.942461
2009,,,,,,,,,27.173537,29.074512,28.845559,29.652152,29.761077,29.778804,29.933281,30.090185,30.103961,30.152507,30.152507,30.152507,30.152507,30.676886,30.557546
2010,,,,,,,,,,30.649394,30.535985,30.112150,30.293413,30.335641,30.461669,30.675181,30.522437,30.530740,30.530740,30.530736,30.530736,30.894415,30.895647
2011,,,,,,,,,,,30.220228,29.972232,29.779920,29.750729,29.665902,29.896076,30.007349,30.030906,30.030906,30.030893,30.030893,30.422539,30.420476
2012,,,,,,,,,,,,27.953834,27.713188,27.736648,27.863546,28.091388,27.934695,27.953459,27.953459,27.953435,27.953435,28.357930,28.355297
2013,,,,,,,,,,,,,27.801996,27.423614,27.553798,27.778620,27.681053,27.698518,27.698518,27.766003,27.766003,28.186190,28.183941
2014,,,,,,,,,,,,,,25.175026,25.203742,25.461457,25.496530,25.534824,25.534824,25.608402,25.608402,26.008507,26.007739
2015,,,,,,,,,,,,,,,25.416780,25.644089,26.172093,26.208040,26.208040,26.278354,26.278354,26.695835,26.694713
2016,,,,,,,,,,,,,,,,25.455846,26.312913,26.358426,26.358426,26.429875,26.429875,26.861062,26.875257
2017,,,,,,,,,,,,,,,,,27.244924,27.316428,27.316428,27.404683,27.404683,27.835346,27.850700
2018,,,,,,,,,,,,,,,,,,27.293763,27.293763,27.376306,27.376306,27.761658,27.784532
2019,,,,,,,,,,,,,,,,,,,25.901723,25.912200,25.912200,26.275411,26.289216
2020,,,,,,,,,,,,,,,,,,,,23.737027,23.737027,24.099848,24.110897
2021,,,,,,,,,,,,,,,,,,,,,26.413465,26.777939,26.792740
2022,,,,,,,,,,,,,,,,,,,,,,24.578368,24.609404
2023,,,,,,,,,,,,,,,,,,,,,,,23.972407
