"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026"
1990,,,,60.537315,60.221696,61.838173,61.961873,62.686831,62.767125,60.745229,60.745229,61.805495,61.744698,61.837567,61.935046,61.995727,61.577156,61.633463,61.475359,61.470187,61.472835,61.526355,61.528543,61.527292
1991,,,,52.113314,51.947514,55.526639,55.650339,56.343490,56.402477,54.091956,54.091956,53.368922,53.357476,53.447440,53.549312,53.617070,53.382634,53.437902,53.282005,53.283798,53.286441,53.331743,53.333928,53.332662
1992,,,,48.396966,48.240386,51.933348,52.057048,52.738684,52.794338,49.749764,49.749764,48.902826,48.886254,48.979126,49.082552,49.155951,48.975660,49.029136,48.875446,48.884203,48.886840,48.927687,48.930975,48.928348
1993,,,,45.424090,45.299463,47.694985,47.818685,48.414263,48.462363,46.078754,46.078754,46.344174,46.380490,46.467549,46.569289,46.658972,46.428877,46.484225,46.332794,46.348516,46.351169,46.395864,46.394331,46.391844
1994,,,,42.438796,42.326738,45.437257,45.563065,46.285755,46.334567,43.526698,43.526698,43.578439,43.536513,43.638490,43.740364,43.827873,43.826371,43.878721,43.731639,43.754326,43.756979,43.805097,43.803521,43.801101
1995,,,,43.840657,43.715622,43.916606,44.040867,44.787851,44.831440,44.879112,44.879112,44.574603,44.580231,44.679545,44.779177,44.866517,44.267219,44.322414,44.174112,44.142329,44.144949,44.195796,44.194171,44.191799
1996,,,,44.388742,44.254487,42.371582,42.495890,43.250707,43.289020,44.699101,44.699101,44.953617,44.882619,44.978912,45.081934,45.165535,44.128059,44.186124,44.041773,44.023477,44.026130,44.077139,44.075515,44.073155
1997,,,,44.661803,44.532490,41.326517,41.415827,42.151978,42.183071,44.811471,44.811471,44.190287,44.955703,45.040270,45.136906,45.204312,44.254524,44.313680,44.171521,44.095513,44.098213,44.148697,44.147079,44.144733
1998,,,,43.648953,43.456594,41.920866,42.099967,42.757826,42.777909,44.324337,44.324337,43.652236,43.932414,44.016987,44.115612,44.175151,44.011568,44.073145,43.931936,43.824664,43.827252,43.879289,43.877526,43.875324
1999,,,,42.629827,42.465510,41.230005,41.354123,42.311875,42.315740,43.434624,43.434624,42.882229,43.099472,43.181314,43.283294,43.340782,43.139113,43.200608,43.061279,43.035493,43.038092,43.091651,43.088352,43.086124
2000,40.061250,,,40.924083,39.382337,40.195163,40.318763,41.175039,41.210437,41.367409,41.367409,41.032694,41.100772,41.155011,41.265803,41.533153,41.224483,41.289130,41.152237,41.135935,41.138782,41.191792,41.187040,41.184793
2001,41.628172,43.751834,,43.895649,42.293757,41.641633,41.744331,42.357053,42.385534,44.168532,44.168532,43.306078,43.385063,43.468093,43.573572,43.836559,43.320416,43.378295,43.245270,43.220929,43.224196,43.279271,43.272725,43.270062
2002,,43.303194,,41.945208,40.347606,39.971841,40.045039,40.828768,40.827471,42.886595,42.405421,41.114376,41.444692,41.593533,41.736227,42.051491,42.050865,42.112405,41.974800,41.960933,41.978126,42.095274,42.033699,42.024053
2003,,,43.053494,42.362079,40.645108,41.359361,41.420465,42.172341,42.183031,43.609641,42.836465,41.961683,41.928893,42.060550,42.200622,42.426775,42.378086,42.438084,42.306683,42.293771,42.302727,42.424825,42.359226,42.350232
2004,,,,42.498108,40.243716,41.065331,41.112629,41.955827,41.966143,43.028802,42.742092,42.304594,42.443812,42.576959,42.733002,42.991164,42.867075,42.924749,42.787218,42.780235,42.792358,42.920169,42.856558,42.841671
