"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,15.445776,0.873836,4.107289,9.573669,0.440461,0.450522
1991,12.013796,0.759395,2.851369,7.563349,0.420287,0.419396
1992,9.757525,0.664889,2.546445,5.726602,0.402611,0.416977
1993,8.180522,0.621895,1.970451,4.763643,0.393141,0.431391
1994,9.668914,0.603615,3.502705,4.795389,0.392171,0.375034
1995,10.163286,0.605854,4.066825,4.784822,0.380679,0.325106
1996,10.837787,0.616130,4.750952,4.787227,0.373424,0.310054
1997,10.820218,0.609850,4.481987,5.077252,0.374303,0.276826
1998,9.683526,0.607028,3.794140,4.656868,0.371508,0.253982
1999,8.215052,0.594348,2.791533,4.126172,0.360333,0.342666
2000,9.052429,0.614672,3.483264,4.263400,0.448118,0.242975
2001,10.173332,0.655257,3.971727,4.892753,0.462924,0.190671
2002,10.133023,0.620753,3.625481,5.189467,0.501598,0.195724
2003,10.102594,0.643158,4.016620,4.645714,0.567581,0.229521
2004,10.712334,0.688255,4.642890,4.688249,0.529117,0.163824
2005,11.070935,0.759346,4.427547,5.189330,0.502854,0.191858
2006,10.269925,0.729146,5.379916,3.457088,0.557654,0.146121
2007,10.302709,0.758511,4.836434,4.028079,0.507726,0.171959
2008,10.554400,0.737881,4.499426,4.681457,0.506279,0.129356
2009,9.075385,0.712580,3.775015,3.899876,0.540234,0.147679
2010,10.469937,0.723099,3.181088,5.893243,0.544398,0.128111
2011,6.389773,0.739782,1.608166,3.335005,0.567356,0.139464
2012,5.929507,0.760500,1.274257,3.162850,0.536614,0.195286
2013,6.643047,0.839770,0.850247,4.293325,0.536681,0.123024
2014,7.539452,0.926060,0.759846,5.206692,0.507555,0.139300
2015,5.782619,1.063079,0.703053,3.188905,0.672816,0.154766
2016,7.609617,1.124746,0.645692,5.069465,0.628501,0.141215
2017,6.675833,1.194637,0.592311,4.040127,0.702307,0.146451
2018,6.008625,1.202369,0.594234,3.361448,0.706914,0.143660
2019,6.730163,1.176295,0.529469,4.129663,0.743449,0.151287
2020,6.940843,0.883333,0.478214,4.600216,0.840037,0.139044
2021,6.147063,1.174831,0.437476,3.612708,0.803528,0.118520
2022,5.601220,1.180731,0.419074,2.934830,0.893031,0.173554
2023,7.527666,1.177683,0.396022,4.959122,0.892140,0.102698
2024,5.423128,1.141168,0.354004,2.939419,0.885135,0.103402
