"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201412,1.368059,0.752925,1.350611,
201501,1.283106,0.577604,1.711707,
201502,1.186588,0.754465,1.352586,
201503,1.250656,0.890914,1.215699,
201504,1.127328,0.885122,0.762090,
201505,1.100379,0.778589,0.526022,
201506,1.153632,0.895763,0.163005,
201507,1.111446,0.722132,0.113714,
201508,0.953838,0.822745,0.211498,
201509,1.119279,0.850146,0.296646,
201510,1.269647,0.757109,0.511290,
201511,1.143476,0.824346,0.842195,
201512,1.097273,0.775132,1.251007,
201601,1.204701,0.729932,1.458991,
201602,1.088310,0.769027,1.014668,
201603,1.215465,0.783954,0.974905,
201604,1.053404,0.765217,0.537366,
201605,1.137821,0.825871,0.110127,
201606,1.040529,0.961838,0.430210,
201607,1.051958,0.862543,0.411641,
201608,1.114328,0.897099,0.485571,
201609,1.085216,0.876009,0.722711,
201610,1.183498,0.795144,0.736527,
201611,1.249125,0.781620,0.962377,
201612,1.276474,0.851403,1.259632,
201701,1.365362,0.743116,1.472206,
201702,1.140208,0.681662,1.109425,
201703,1.080488,0.925905,0.885208,
201704,1.082082,0.764437,0.792883,
201705,1.122429,0.786553,0.480466,
201706,1.015592,0.874117,0.366040,
201707,1.068797,0.840899,0.407696,
201708,1.180534,0.935075,0.483725,
201709,1.156637,0.838668,0.511835,
201710,1.329477,0.937501,0.796906,
201711,1.298743,0.850097,1.057432,
201712,1.317945,0.833978,1.278136,
201801,1.200265,0.712167,1.282688,
201802,1.124652,0.734371,1.200509,
201803,1.216491,0.817059,1.271306,
201804,1.178255,0.829142,0.602276,
201805,1.196294,0.928275,0.446534,
201806,1.124085,0.902602,0.388078,
201807,1.045117,0.882919,0.406535,
201808,1.000848,0.900149,0.397333,
201809,1.062921,0.807868,0.446906,
201810,1.326360,0.955664,0.773656,
201811,1.337906,0.864040,0.980779,
201812,1.282166,0.792543,1.384335,
201901,1.207666,0.797763,1.500792,
201902,1.066976,0.766049,1.115196,
201903,1.123971,0.890416,0.988622,
201904,1.081480,0.858893,0.666286,
201905,1.046966,0.867083,0.626889,
201906,0.931637,0.894528,0.331125,
201907,1.015821,0.912119,0.439967,
201908,0.755604,0.922680,0.404197,
201909,0.844869,0.882551,0.513550,
201910,0.901249,0.897680,0.766595,
201911,0.795033,0.781131,0.966087,
201912,0.903028,0.747166,1.258683,
202001,1.045426,0.770667,1.360322,
202002,0.954994,0.777293,1.081859,
202003,0.960572,0.720649,1.013096,
202004,0.686059,0.635004,0.642065,
202005,0.639501,0.726705,0.540513,
202006,0.648182,0.809819,0.467168,
202007,0.722249,0.889473,0.430010,
202008,0.718278,0.883092,0.406111,
202009,0.797787,0.870668,0.498466,
202010,0.862088,0.842800,0.774372,
202011,0.897437,0.806736,1.061510,
202012,0.921208,0.775006,1.216882,
202101,1.020836,0.631083,1.401874,
202102,0.991986,0.660059,1.272334,
202103,1.038250,0.791322,1.201682,
202104,0.959283,0.811355,0.940224,
202105,1.032885,0.856659,0.630780,
202106,0.958171,0.916374,0.460677,
202107,1.068467,0.985524,0.460650,
202108,0.929927,0.916994,0.434597,
202109,1.021004,0.905664,0.524243,
202110,1.025773,0.929293,0.843716,
202111,1.079926,0.931161,1.107133,
202112,0.949790,0.791350,1.333099,
202201,1.000078,0.717696,1.397459,
202202,0.946904,0.704701,1.096014,
202203,0.879106,0.968003,1.044859,
202204,0.921264,0.869833,0.800830,
202205,0.950833,0.946559,0.445669,
202206,0.846476,0.880566,0.379491,
202207,0.762997,0.800765,0.375537,
202208,0.797430,0.878190,0.303481,
202209,0.669733,0.898667,0.372330,
202210,0.658000,0.949079,0.619210,
202211,0.792913,0.867633,0.890888,
202212,0.700037,0.861449,1.160625,
202301,0.871980,0.846732,1.070794,
202302,0.968925,0.764635,1.064255,
202303,0.958925,0.850977,0.924655,
202304,0.936632,0.775396,0.743923,
202305,0.875943,0.877869,0.537406,
202306,0.808069,0.852003,0.398554,
202307,0.745785,0.908282,0.371484,
202308,0.693910,0.905850,0.301164,
202309,0.805661,0.817135,0.304115,
202310,0.894669,0.915487,0.575631,
202311,0.853891,0.838863,0.935819,
202312,0.737306,0.749262,1.175534,
202401,0.920110,0.728844,1.287815,
202402,0.876449,0.645040,0.903134,
202403,0.673945,0.726601,0.845107,
202404,0.619215,0.881376,0.638970,
202405,0.644288,0.881410,0.409380,
202406,0.729457,0.813494,0.368418,
202407,0.745611,0.952648,0.376014,
202408,0.598735,0.942841,0.380468,
202409,0.594337,0.776776,0.438838,
202410,0.576336,0.835041,0.701587,
202411,0.546953,0.843824,1.072270,
202412,0.777581,0.838825,1.201619,
202501,0.654434,0.746638,1.230668,
202502,0.614672,0.758834,1.073249,
202503,0.791890,0.812128,0.892382,
202504,0.790188,0.876401,0.660823,
202505,0.635584,0.878825,0.469236,
202506,0.527388,0.883136,0.324891,
202507,0.530010,0.962244,0.381714,
202508,0.553220,0.893109,0.390903,
202509,0.593161,0.904390,0.464171,
202510,0.579661,0.927238,0.803233,
202511,0.526013,0.859450,1.055338,
202512,0.508882,0.828300,1.173832,
202601,0.656801,0.799170,1.380082,
202602,0.598320,0.756742,1.115129,
202603,0.581406,0.911250,0.877794,
202604,0.611680,0.873143,0.669142,
202605,0.582948,0.829787,0.468771,
202606,0.578608,0.917994,0.383384,
202607,,,0.384544,
202608,,,0.383480,
202609,,,,
202610,,,,
202611,,,,
202612,,,,
