"YYYYMM","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
200801,1.530511,0.762593,1.820455,
200802,1.480015,0.725255,1.463013,
200803,1.529284,0.744876,1.473059,
200804,1.424814,0.716178,0.849923,
200805,1.399494,0.801498,0.609815,
200806,1.336857,0.819959,0.602211,
200807,1.256491,0.852332,0.394573,
200808,1.211308,0.857027,0.456460,
200809,1.197800,0.871410,0.629353,
200810,1.336957,0.859651,0.935287,
200811,1.568714,0.744961,1.289010,
200812,1.655885,0.747474,1.511801,
200901,1.406607,0.651588,1.184593,
200902,1.346876,0.606938,1.095015,
200903,1.512438,0.599335,0.968096,
200904,1.264730,0.744749,0.479048,
200905,1.206733,0.752339,0.395136,
200906,1.266005,0.796833,0.488319,
200907,1.204338,0.808436,0.649575,
200908,1.330169,0.840036,0.682024,
200909,1.332230,0.816165,0.722327,
200910,1.332601,0.824349,1.136950,
200911,1.410377,0.743659,1.351815,
200912,1.295501,0.706103,1.492770,
201001,1.302491,0.560480,1.939543,
201002,1.350386,0.642097,1.572999,
201003,1.541826,0.761827,1.275456,
201004,1.408137,0.796894,0.675500,
201005,1.429571,0.656821,0.520640,
201006,1.279214,0.823694,0.442661,
201007,1.169005,0.887828,0.437838,
201008,1.164503,0.881803,0.513716,
201009,1.246893,0.799803,0.561993,
201010,1.352471,0.820101,1.066971,
201011,1.329748,0.807803,1.042378,
201012,1.370987,0.795481,1.209320,
201101,1.393942,0.629254,1.823961,
201102,1.315634,0.615923,1.853037,
201103,1.344078,0.701129,1.160721,
201104,1.600740,0.745705,0.802027,
201105,1.438445,0.722820,0.353841,
201106,1.294943,0.738693,0.230219,
201107,1.198907,0.694815,0.403541,
201108,1.298200,0.793993,0.315667,
201109,1.247402,0.792026,0.359139,
201110,1.459626,0.812124,0.780069,
201111,1.423066,0.780274,1.230276,
201112,1.175922,0.728225,1.336792,
201201,1.110475,0.696348,1.571376,
201202,1.123005,0.701132,1.878161,
201203,1.213609,0.787530,1.017863,
201204,1.233614,0.649594,0.991390,
201205,1.161715,0.652075,0.215773,
201206,1.207679,0.754788,0.164101,
201207,1.122772,0.812924,0.206771,
201208,1.143696,0.840090,0.235217,
201209,1.269968,0.736940,0.375682,
201210,1.467471,0.832024,0.751281,
201211,1.249194,0.775670,1.254642,
201212,1.157746,0.767761,1.636449,
201301,1.227655,0.657219,1.841424,
201302,1.256878,0.683667,1.506491,
201303,1.396175,0.704455,1.435304,
201304,1.190351,0.696439,0.798848,
201305,1.130537,0.745501,0.399259,
201306,0.989033,0.655485,0.400857,
201307,1.047634,0.825448,0.212575,
201308,0.987729,0.775766,0.283010,
201309,1.156627,0.779916,0.328730,
201310,1.199290,0.818044,0.596610,
201311,1.287602,0.823449,1.316706,
201312,1.283458,0.707944,1.362190,
201401,1.252327,0.672430,1.627154,
201402,1.115015,0.644561,1.441732,
201403,1.085730,0.716470,0.990487,
201404,1.132902,0.750068,0.279605,
201405,1.244590,0.665687,0.068385,
201406,1.000978,0.751137,0.193845,
201407,0.977767,0.770200,0.123399,
201408,0.932992,0.782782,0.217582,
201409,1.254265,0.772651,0.438934,
201410,1.341384,0.739733,0.774790,
201411,1.259861,0.733633,1.214372,
