"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",0.650000,0.040000,"NaN","NaN","NaN","NaN"
2021,"NaN",-0.260000,0.100000,"NaN","NaN","NaN","NaN"
2022,"NaN",0.290000,-0.010000,"NaN","NaN","NaN","NaN"
2023,"NaN",-0.020000,-0.030000,"NaN","NaN","NaN","NaN"
2024,"NaN",-0.150000,-0.040000,"NaN","NaN","NaN","NaN"
