"YYYYMM","ISO3","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201808,"BGR",1.637478,1.222548,0.294491,
201809,"BGR",2.063201,1.086522,0.337066,
201810,"BGR",2.299554,1.159381,0.427132,
201811,"BGR",2.154428,0.991156,0.574874,
201812,"BGR",2.418937,0.960030,0.755851,
201901,"BGR",2.581299,0.953084,0.719870,
201902,"BGR",2.034092,0.884586,0.586348,
201903,"BGR",1.620339,1.034808,0.516496,
201904,"BGR",1.380409,1.154922,0.459482,
201905,"BGR",1.745975,1.053313,0.369516,
201906,"BGR",1.161557,1.093209,0.312836,
201907,"BGR",1.522561,1.212865,0.330477,
201908,"BGR",1.536553,1.219891,0.271705,
201909,"BGR",1.687544,1.145280,0.290773,
201910,"BGR",1.997346,1.117871,0.330335,
201911,"BGR",1.701906,1.006532,0.466140,
201912,"BGR",1.836746,1.036950,0.611835,
202001,"BGR",1.649058,1.048939,0.630296,
202002,"BGR",1.674737,0.887455,0.558465,
202003,"BGR",1.445939,0.870471,0.530040,
202004,"BGR",1.276066,0.688806,0.404054,
202005,"BGR",0.932450,0.942367,0.322472,
202006,"BGR",1.020573,1.057734,0.321431,
202007,"BGR",1.133452,1.114068,0.300199,
202008,"BGR",1.293897,1.254681,0.272391,
202009,"BGR",1.125606,1.134820,0.300204,
202010,"BGR",1.506579,1.154136,0.430944,
202011,"BGR",1.488191,1.001666,0.561358,
202012,"BGR",1.657480,0.911777,0.678141,
202101,"BGR",1.444806,0.839648,0.697190,
202102,"BGR",1.435472,0.932163,0.635846,
202103,"BGR",1.479420,0.958550,0.690002,
202104,"BGR",1.330639,1.174391,0.537982,
202105,"BGR",1.625842,1.009649,0.431203,
202106,"BGR",0.772558,1.085609,0.421892,
202107,"BGR",1.491107,1.231633,0.476937,
202108,"BGR",1.942646,1.177621,0.356994,
202109,"BGR",1.982206,1.138555,0.377075,
202110,"BGR",2.375339,1.115202,0.440642,
202111,"BGR",2.240037,0.974736,0.521396,
202112,"BGR",2.303261,1.109965,0.670442,
202201,"BGR",2.560164,1.019290,0.694721,
202202,"BGR",2.360818,0.972565,0.572506,
202203,"BGR",2.541439,1.364049,0.628801,
202204,"BGR",1.833099,1.013879,0.367009,
202205,"BGR",1.967730,1.042257,0.364233,
202206,"BGR",1.686486,1.127208,0.330034,
202207,"BGR",1.939254,1.189349,0.347457,
202208,"BGR",1.700749,1.205176,0.248185,
202209,"BGR",2.017340,1.061780,0.262770,
202210,"BGR",1.998379,1.105093,0.274262,
202211,"BGR",2.184511,1.051622,0.414281,
202212,"BGR",2.278380,1.236935,0.513944,
202301,"BGR",1.797743,0.990429,0.477747,
202302,"BGR",1.595214,1.072725,0.472302,
202303,"BGR",1.159349,0.939559,0.476614,
202304,"BGR",0.868617,0.907532,0.387927,
202305,"BGR",0.674029,1.059265,0.271237,
202306,"BGR",0.564344,1.094299,0.265413,
202307,"BGR",1.273892,1.379423,0.329155,
202308,"BGR",0.899511,1.328874,0.304078,
202309,"BGR",0.941199,1.138667,0.324974,
202310,"BGR",1.279687,1.149770,0.349541,
202311,"BGR",1.478949,1.141986,0.477008,
202312,"BGR",1.428375,0.973777,0.533685,
202401,"BGR",1.118345,1.090640,0.539971,
202402,"BGR",0.749478,0.970570,0.452831,
202403,"BGR",0.832021,1.131635,0.496298,
202404,"BGR",0.550435,0.974472,0.373748,
202405,"BGR",0.386265,1.143935,0.375123,
202406,"BGR",0.457199,1.114688,0.335795,
202407,"BGR",1.000102,1.334107,0.281953,
202408,"BGR",0.883909,1.415848,0.335064,
202409,"BGR",0.992615,1.066261,0.347076,
202410,"BGR",1.083853,1.300043,0.400400,
202411,"BGR",1.390565,1.247415,0.530109,
202412,"BGR",1.506047,1.090744,0.539742,
202501,"BGR",1.731384,1.176540,0.543159,
202502,"BGR",1.688946,1.143748,0.559983,
202503,"BGR",0.921197,1.142839,0.474668,
202504,"BGR",0.712702,0.761057,0.400139,
202505,"BGR",0.502163,1.325930,0.330860,
202506,"BGR",0.699061,1.038943,0.273747,
202507,"BGR",0.958513,1.231905,0.291601,
202508,"BGR",0.787981,1.372766,0.283633,
202509,"BGR",0.560798,1.190680,0.328883,
202510,"BGR",1.111856,1.217713,0.422983,
202511,"BGR",1.129437,1.143101,0.481699,
202512,"BGR",1.309471,1.172317,0.572464,
202601,"BGR",1.500483,1.017655,0.653724,
202602,"BGR",0.967050,0.941805,0.570407,
202603,"BGR",0.761237,1.146142,0.568592,
202604,"BGR",0.518683,0.932641,0.449823,
202605,"BGR",0.657647,1.162405,0.398440,
202606,"BGR",0.795513,1.104206,0.280080,
202607,"BGR",,1.395832,0.302678,
202608,"BGR",,,0.278180,
202609,"BGR",,,,
202610,"BGR",,,,
202611,"BGR",,,,
202612,"BGR",,,,
200801,"CZE",7.542831,1.734543,2.476578,
200802,"CZE",7.152270,1.816369,2.097990,
200803,"CZE",6.921363,1.916732,2.108702,
200804,"CZE",6.807053,2.004928,1.411933,
200805,"CZE",6.122839,1.978040,0.870570,
200806,"CZE",5.841243,1.876685,0.643783,
200807,"CZE",5.587710,1.986544,0.635213,
200808,"CZE",5.905520,1.984322,0.608667,
200809,"CZE",6.118358,2.077438,1.000372,
200810,"CZE",6.371173,1.922188,1.436179,
200811,"CZE",7.299628,1.845577,1.822971,
200812,"CZE",6.989606,1.753690,2.184629,
200901,"CZE",8.211145,1.629907,2.738174,
200902,"CZE",7.199281,1.525211,2.198660,
200903,"CZE",6.066984,1.855723,1.932300,
200904,"CZE",5.233709,1.792749,0.827875,
200905,"CZE",3.807297,1.793864,0.689286,
200906,"CZE",4.643499,1.815320,0.653855,
200907,"CZE",5.054671,1.979834,0.577244,
200908,"CZE",6.735831,1.937979,0.560992,
200909,"CZE",5.613351,1.953801,0.667599,
200910,"CZE",6.685219,2.014465,1.442327,
200911,"CZE",7.384677,1.764994,1.768313,
200912,"CZE",6.651071,1.902817,2.258652,
201001,"CZE",6.510286,1.385192,2.768332,
201002,"CZE",6.221791,1.529803,2.286981,
201003,"CZE",6.858911,1.714079,1.973929,
201004,"CZE",5.561575,1.887021,1.624944,
201005,"CZE",5.378425,1.756243,0.974165,
201006,"CZE",5.398765,1.833830,0.759551,
201007,"CZE",5.515857,1.778898,0.569818,
201008,"CZE",5.968305,1.863601,0.631400,
201009,"CZE",6.586060,1.814812,0.911091,
201010,"CZE",7.243219,1.937910,1.403237,
201011,"CZE",6.915757,1.904334,1.717318,
201012,"CZE",6.394897,1.721706,2.775375,
201101,"CZE",6.756209,1.596485,2.565016,
201102,"CZE",6.140109,1.561063,2.365863,
201103,"CZE",6.676195,1.706470,1.952661,
201104,"CZE",5.782634,1.795341,1.131915,
201105,"CZE",6.198822,1.848201,0.872482,
201106,"CZE",5.750914,1.778898,0.676159,
201107,"CZE",5.029916,1.761802,0.674985,
201108,"CZE",6.139777,2.000620,0.638624,
201109,"CZE",5.801633,1.781957,0.697249,
201110,"CZE",6.348013,1.746914,1.391188,
201111,"CZE",6.780826,1.705554,2.001087,
201112,"CZE",6.344272,1.612659,1.858263,
201201,"CZE",6.488362,1.510860,2.329463,
201202,"CZE",5.972294,1.499421,2.740162,
201203,"CZE",6.871222,1.701481,1.673621,
201204,"CZE",6.218484,1.623847,1.253446,
201205,"CZE",6.238698,1.793601,0.734841,
201206,"CZE",5.567663,1.755753,0.575139,
201207,"CZE",5.163050,1.735150,0.576097,
201208,"CZE",5.389322,1.869901,0.576097,
201209,"CZE",5.285052,1.799013,0.694703,
201210,"CZE",6.003982,1.906710,1.384188,
201211,"CZE",5.847288,1.696664,1.722490,
201212,"CZE",5.722471,1.505761,2.362787,
201301,"CZE",5.878275,1.453650,2.445877,
201302,"CZE",5.411120,1.429396,2.118142,
201303,"CZE",6.015455,1.451493,2.174334,
201304,"CZE",5.141851,1.616317,1.337102,
201305,"CZE",5.482928,1.720289,0.862241,
201306,"CZE",4.815926,1.628528,0.692304,
201307,"CZE",5.076606,1.748873,0.594936,
201308,"CZE",5.231812,1.798067,0.600639,
201309,"CZE",5.127612,1.687283,0.813322,
201310,"CZE",6.219403,1.963678,1.301629,
201311,"CZE",6.113576,1.766363,1.814683,
201312,"CZE",6.355386,1.489604,2.077907,
201401,"CZE",5.682309,1.465278,2.185285,
201402,"CZE",5.580265,1.453729,1.834396,
201403,"CZE",5.846235,1.737283,1.616214,
201404,"CZE",5.391678,1.723331,1.033731,
201405,"CZE",5.130401,1.711170,0.916540,
201406,"CZE",4.524915,1.792365,0.656543,
201407,"CZE",4.397871,1.844781,0.632084,
201408,"CZE",4.993972,1.875062,0.635608,
201409,"CZE",5.625463,1.840564,0.782623,
201410,"CZE",5.874778,1.985136,1.201786,
201411,"CZE",5.860101,1.708870,1.592545,
201412,"CZE",5.997267,1.660237,2.025278,
201501,"CZE",5.498780,1.606851,2.225071,
201502,"CZE",5.125835,1.602244,2.035913,
201503,"CZE",5.532263,1.749882,1.768392,
201504,"CZE",5.524784,1.818976,1.327375,
201505,"CZE",4.715001,1.768673,0.865264,
201506,"CZE",5.016530,1.873687,0.684227,
201507,"CZE",4.572255,1.964134,0.635765,
201508,"CZE",4.966644,1.838085,0.603597,
201509,"CZE",5.266542,1.893635,0.761009,
201510,"CZE",5.740809,1.873374,1.453357,
201511,"CZE",5.733321,1.719129,1.670464,
201512,"CZE",6.628902,1.597792,1.870696,
201601,"CZE",5.582982,1.507903,2.418937,
201602,"CZE",5.404291,1.562340,1.823742,
201603,"CZE",5.731106,1.592522,1.835872,
201604,"CZE",5.092214,1.776304,1.250049,
201605,"CZE",4.818769,1.846815,0.866163,
201606,"CZE",4.696491,1.774721,0.670524,
201607,"CZE",4.730272,1.879190,0.628044,
201608,"CZE",5.097448,1.800383,0.681405,
201609,"CZE",5.414576,1.932459,0.838988,
201610,"CZE",6.157858,1.912586,1.580469,
201611,"CZE",6.289753,1.968874,1.997048,
201612,"CZE",5.712144,1.785534,2.400664,
201701,"CZE",6.106590,1.574975,3.004184,
201702,"CZE",6.093575,1.529778,2.109929,
201703,"CZE",6.104749,1.815186,1.679061,
201704,"CZE",5.325796,1.810630,1.419239,
201705,"CZE",4.792568,1.958442,0.899542,
201706,"CZE",4.226707,1.871542,0.729183,
201707,"CZE",3.714918,1.893225,0.721992,
201708,"CZE",4.770867,2.036841,0.675780,
201709,"CZE",5.039752,1.957324,0.963043,
201710,"CZE",6.052330,2.022083,1.351402,
201711,"CZE",6.189324,1.924779,1.942636,
201712,"CZE",5.889618,1.723960,2.216734,
201801,"CZE",5.727273,1.624696,2.190523,
201802,"CZE",5.303790,1.687889,2.329444,
201803,"CZE",6.028413,1.790307,2.232126,
201804,"CZE",5.080913,1.795116,0.939080,
201805,"CZE",4.821435,1.977333,0.694237,
201806,"CZE",4.637417,1.919947,0.679128,
201807,"CZE",4.851955,1.955628,0.677292,
201808,"CZE",5.570712,1.988995,0.674879,
201809,"CZE",4.984942,1.792949,0.801261,
201810,"CZE",5.457342,2.092117,1.325730,
201811,"CZE",5.475313,1.982076,1.848362,
201812,"CZE",5.633716,1.722585,2.248442,
201901,"CZE",5.166761,1.688942,2.588201,
201902,"CZE",5.236667,1.634593,2.013149,
201903,"CZE",5.578218,1.865433,1.698044,
201904,"CZE",4.974516,1.891917,1.223092,
201905,"CZE",4.559811,1.958318,1.126017,
201906,"CZE",4.231073,1.907079,0.784635,
201907,"CZE",4.022050,1.993339,0.795636,
201908,"CZE",4.415509,2.004910,0.789432,
201909,"CZE",4.448472,1.928420,0.968047,
201910,"CZE",4.798304,2.027171,1.439401,
201911,"CZE",4.996479,1.863533,1.818372,
201912,"CZE",5.040426,1.683802,2.116794,
202001,"CZE",5.346785,1.709600,2.405139,
202002,"CZE",4.697872,1.723104,1.941534,
202003,"CZE",4.715675,1.618377,1.815954,
202004,"CZE",3.938771,1.343558,1.149609,
202005,"CZE",3.401532,1.655473,0.987573,
202006,"CZE",3.204523,1.776171,0.817844,
202007,"CZE",2.949180,2.004426,0.841525,
202008,"CZE",3.576957,1.984736,0.798063,
202009,"CZE",3.677766,1.989550,0.840729,
202010,"CZE",4.370648,1.903734,1.481794,
202011,"CZE",4.761098,1.812349,2.033148,
202012,"CZE",5.085858,1.543791,2.334742,
202101,"CZE",4.873836,1.503460,2.580023,
202102,"CZE",4.197606,1.518014,2.366314,
202103,"CZE",4.664829,1.609438,2.199816,
202104,"CZE",3.987375,1.698353,1.774447,
202105,"CZE",3.382668,1.895608,1.187619,
202106,"CZE",3.299306,1.970383,0.834367,
202107,"CZE",3.704482,2.121945,0.790554,
202108,"CZE",4.045353,2.158792,0.748829,
202109,"CZE",4.074358,2.122423,0.878780,
202110,"CZE",4.991090,2.187470,1.419207,
202111,"CZE",5.186953,1.980066,1.989224,
202112,"CZE",4.998194,1.763000,2.275364,
202201,"CZE",5.009261,1.769559,2.308453,
202202,"CZE",4.594229,1.747039,1.833483,
202203,"CZE",4.821828,1.948400,1.863401,
202204,"CZE",4.075084,1.717660,1.422449,
202205,"CZE",3.960824,1.880075,0.810303,
202206,"CZE",4.019576,2.012266,0.704386,
202207,"CZE",4.139066,1.882417,0.641612,
202208,"CZE",4.275828,1.999009,0.641494,
202209,"CZE",4.182622,2.002101,0.828373,
202210,"CZE",4.480986,2.119866,1.108254,
202211,"CZE",4.536303,1.961128,1.601810,
202212,"CZE",4.813507,1.802728,2.041283,
202301,"CZE",4.710986,1.702808,1.837425,
202302,"CZE",4.193187,1.758718,1.779088,
202303,"CZE",4.011139,1.992901,1.588849,
202304,"CZE",3.670729,1.815443,1.258747,
202305,"CZE",2.883692,2.059694,0.764618,
202306,"CZE",2.479334,2.071288,0.663543,
202307,"CZE",3.040541,2.160215,0.599038,
202308,"CZE",3.220451,1.987523,0.598436,
202309,"CZE",3.630268,2.024930,0.643752,
202310,"CZE",3.978241,2.000319,0.980348,
202311,"CZE",3.526841,1.979978,1.519805,
202312,"CZE",3.717317,1.798139,1.825723,
202401,"CZE",3.507381,1.869540,2.193580,
202402,"CZE",3.378038,1.785435,1.483883,
202403,"CZE",3.084753,1.956888,1.392677,
202404,"CZE",2.451775,2.041671,0.986439,
202405,"CZE",2.530014,2.026750,0.687359,
202406,"CZE",2.331450,1.975792,0.635505,
202407,"CZE",2.568171,2.099055,0.564556,
202408,"CZE",2.638226,2.050839,0.598733,
202409,"CZE",2.899199,2.067574,0.701202,
202410,"CZE",3.461335,2.196783,1.186170,
202411,"CZE",3.842158,2.136284,1.808164,
202412,"CZE",3.604475,1.830387,1.977671,
202501,"CZE",3.712452,1.774943,2.194844,
202502,"CZE",3.594179,1.762217,2.010186,
202503,"CZE",3.651408,2.004691,1.573893,
202504,"CZE",3.212161,1.970073,1.057918,
202505,"CZE",2.445834,1.959837,0.879433,
202506,"CZE",2.090724,2.078796,0.628688,
202507,"CZE",2.745138,2.175316,0.617056,
202508,"CZE",2.333118,2.063303,0.568021,
202509,"CZE",2.224381,2.108752,0.674884,
202510,"CZE",3.264249,2.065558,1.308766,
202511,"CZE",3.455204,2.056662,1.698785,
202512,"CZE",3.514304,1.861266,1.966639,
202601,"CZE",3.709855,1.816702,2.588778,
202602,"CZE",3.494722,1.809117,1.943718,
202603,"CZE",3.875063,2.139316,1.510042,
202604,"CZE",3.026009,1.909584,1.158837,
202605,"CZE",2.605314,2.019440,0.762933,
202606,"CZE",2.540484,2.136769,0.667974,
202607,"CZE",,2.298625,0.616993,
202608,"CZE",,,0.285253,
202609,"CZE",,,,
202610,"CZE",,,,
202611,"CZE",,,,
202612,"CZE",,,,
200801,"DEU",32.271664,23.708714,20.430563,
200802,"DEU",29.614339,22.276045,17.061761,
200803,"DEU",29.851156,21.987834,19.601063,
200804,"DEU",29.491947,22.711358,15.947446,
200805,"DEU",28.290796,20.717099,11.837417,
200806,"DEU",26.742396,21.590280,10.679622,
200807,"DEU",29.399979,25.270417,9.981773,
200808,"DEU",26.908045,25.492064,9.824923,
200809,"DEU",27.582401,27.615852,12.842149,
200810,"DEU",30.717731,28.674731,15.293380,
200811,"DEU",30.450934,25.429064,17.831319,
200812,"DEU",32.259977,25.503383,19.480724,
200901,"DEU",28.229616,24.883710,20.164432,
200902,"DEU",26.536266,24.390111,17.686204,
200903,"DEU",27.067735,27.505308,15.892379,
200904,"DEU",23.373513,24.007807,11.306155,
200905,"DEU",22.441234,22.465738,9.859314,
200906,"DEU",23.644605,21.934345,10.163588,
200907,"DEU",24.584207,22.838153,10.833550,
200908,"DEU",21.609108,21.124067,10.416203,
200909,"DEU",24.410790,23.826430,10.864280,
200910,"DEU",29.059488,24.155024,14.712121,
200911,"DEU",30.186959,21.797004,15.806722,
200912,"DEU",35.136385,22.830812,20.635143,
201001,"DEU",30.637827,20.883026,24.452607,
201002,"DEU",30.465284,21.689837,20.782340,
201003,"DEU",30.578644,24.103759,19.219573,
201004,"DEU",26.382493,21.015444,14.654966,
201005,"DEU",28.356218,22.531641,14.038696,
201006,"DEU",26.233525,22.860763,9.300481,
201007,"DEU",26.282639,24.140333,9.514987,
201008,"DEU",25.013749,24.657964,7.034218,
201009,"DEU",25.039650,26.025718,9.423576,
201010,"DEU",29.921159,25.360762,14.728344,
201011,"DEU",30.070895,24.218163,17.087763,
201012,"DEU",32.329135,22.976547,24.409118,
201101,"DEU",29.188971,20.996469,24.391332,
201102,"DEU",27.192020,21.790162,21.957088,
201103,"DEU",30.077211,22.627763,18.484066,
201104,"DEU",27.478985,20.093560,12.702764,
201105,"DEU",28.110553,22.673585,11.387422,
201106,"DEU",26.184099,20.125335,9.870407,
201107,"DEU",26.357070,22.962732,7.914509,
201108,"DEU",26.755593,25.635320,7.193120,
201109,"DEU",26.815234,24.123191,7.329549,
201110,"DEU",29.671746,24.800621,11.746018,
201111,"DEU",30.262668,23.656927,16.444011,
201112,"DEU",31.530328,22.556007,19.974864,
201201,"DEU",29.789250,21.104403,20.653809,
201202,"DEU",30.382320,23.500542,23.700533,
201203,"DEU",32.316155,21.527432,14.574335,
201204,"DEU",26.728503,21.108354,15.117155,
201205,"DEU",26.462618,22.502785,9.673855,
201206,"DEU",25.840843,23.912508,7.915387,
201207,"DEU",27.098524,23.706089,8.292405,
201208,"DEU",26.316253,22.173022,6.782614,
201209,"DEU",28.136745,21.803792,10.428589,
201210,"DEU",32.236034,24.769745,13.241525,
201211,"DEU",32.632348,24.132296,16.232999,
201212,"DEU",32.099705,22.139736,21.484646,
201301,"DEU",34.183044,22.199535,20.995981,
201302,"DEU",30.613650,20.868164,20.072415,
201303,"DEU",32.516783,23.793148,24.491726,
201304,"DEU",30.240483,25.514242,15.286928,
201305,"DEU",27.857543,24.273505,10.194187,
201306,"DEU",25.948161,23.621037,8.681669,
201307,"DEU",27.913475,23.917471,8.309142,
201308,"DEU",26.846575,23.473907,9.341945,
201309,"DEU",28.735021,23.580688,11.285610,
201310,"DEU",30.885174,26.397217,8.932805,
201311,"DEU",32.281732,23.588465,14.708230,
201312,"DEU",29.232198,21.276974,18.618418,
201401,"DEU",31.667095,22.027196,18.297916,
201402,"DEU",25.709864,20.002505,14.370703,
201403,"DEU",31.452488,24.278651,13.756907,
201404,"DEU",29.103012,22.650108,8.883375,
201405,"DEU",26.884829,22.303116,11.651313,
201406,"DEU",25.453827,20.706757,7.708434,
201407,"DEU",25.829234,23.309964,10.114521,
201408,"DEU",24.882115,23.316103,7.403939,
201409,"DEU",29.445575,24.032290,9.112147,
201410,"DEU",31.447203,25.309775,11.857963,
201411,"DEU",30.947223,22.710884,19.375262,
201412,"DEU",31.900010,22.780064,19.735612,
201501,"DEU",29.999877,23.069192,19.830957,
201502,"DEU",26.559847,22.235084,19.197073,
201503,"DEU",32.091052,24.005693,16.316277,
201504,"DEU",26.799024,22.499681,12.978769,
201505,"DEU",24.183624,20.707939,9.893288,
201506,"DEU",25.300229,21.737206,8.905059,
201507,"DEU",28.384181,23.673187,8.058306,
201508,"DEU",27.254924,23.331149,7.496215,
201509,"DEU",29.652172,24.222145,9.170843,
201510,"DEU",31.248830,24.494348,14.167516,
201511,"DEU",30.054450,22.793198,14.810236,
201512,"DEU",29.589239,23.633864,16.694469,
201601,"DEU",29.424476,22.918308,24.485280,
201602,"DEU",27.651338,23.856212,18.852255,
201603,"DEU",28.269890,24.780865,18.019845,
201604,"DEU",26.480466,23.117141,11.124229,
201605,"DEU",25.075452,21.413616,10.100087,
201606,"DEU",25.399304,21.554693,7.616907,
201607,"DEU",26.757332,22.305446,8.288877,
201608,"DEU",26.536546,23.474318,8.304499,
201609,"DEU",27.664519,22.903613,8.248006,
201610,"DEU",29.047741,23.888047,13.649312,
201611,"DEU",29.530952,23.894285,19.255958,
201612,"DEU",27.597609,23.923570,21.341723,
201701,"DEU",28.064506,22.861741,25.036481,
201702,"DEU",29.122172,21.279935,17.224636,
201703,"DEU",27.474377,24.985579,15.240760,
201704,"DEU",23.815672,22.441684,14.311254,
201705,"DEU",25.663342,23.899151,11.352974,
201706,"DEU",24.656891,23.167886,9.132277,
201707,"DEU",23.620809,23.281808,10.097865,
201708,"DEU",25.438085,23.654023,8.471339,
201709,"DEU",25.275224,23.142216,10.482915,
201710,"DEU",25.686492,23.580906,12.462841,
201711,"DEU",28.418899,24.318357,18.746192,
201712,"DEU",25.455846,22.490396,19.854421,
201801,"DEU",25.449034,21.336134,20.307144,
201802,"DEU",24.828942,22.125613,22.917401,
201803,"DEU",26.307538,24.241720,20.847500,
201804,"DEU",23.908170,22.391275,12.042778,
201805,"DEU",23.454374,21.740530,9.478437,
201806,"DEU",23.517842,21.390354,9.567326,
201807,"DEU",24.174376,22.082469,8.400205,1.283547
201808,"DEU",24.547360,22.860868,8.849089,1.175830
201809,"DEU",24.483278,21.614498,9.542741,1.206357
201810,"DEU",25.079588,22.874732,14.024719,1.253537
201811,"DEU",26.854668,22.111249,19.508128,1.200613
201812,"DEU",24.265466,21.852638,15.170871,0.895526
201901,"DEU",24.495089,24.138254,24.646570,0.539515
201902,"DEU",23.729835,22.388566,20.227609,0.787331
201903,"DEU",22.617923,22.435901,17.901087,1.150313
201904,"DEU",20.559927,21.929194,12.311713,1.208789
201905,"DEU",19.235343,22.234614,11.549161,1.282447
201906,"DEU",16.860531,21.871100,6.839428,1.139938
201907,"DEU",17.743129,24.313177,9.980308,1.275525
201908,"DEU",18.387997,23.336936,7.612819,1.137977
201909,"DEU",18.098728,22.003339,9.861265,1.199611
201910,"DEU",19.084545,23.443104,13.734325,1.245335
201911,"DEU",20.809992,22.116660,18.627994,1.179563
201912,"DEU",18.490926,21.866597,20.449973,0.859683
202001,"DEU",21.643478,21.058633,22.451576,0.703050
202002,"DEU",15.129433,22.324679,18.502279,0.861465
202003,"DEU",15.723370,23.470328,19.078068,1.142754
202004,"DEU",12.189202,20.637825,10.364318,1.142588
202005,"DEU",11.284526,21.435283,10.630284,1.266924
202006,"DEU",12.650507,20.307245,8.696497,1.263404
202007,"DEU",14.128093,22.258554,8.418399,1.342125
202008,"DEU",15.834341,19.023128,8.230439,1.169073
202009,"DEU",16.335882,20.301478,9.912064,1.223410
202010,"DEU",21.966968,21.788960,14.543238,1.314202
202011,"DEU",18.700679,19.425998,18.824316,1.253161
202012,"DEU",22.943717,20.856882,22.399246,0.889254
202101,"DEU",22.078218,15.840686,25.552400,0.600147
202102,"DEU",17.576588,16.115849,21.872371,0.648277
202103,"DEU",18.872522,20.181073,19.738964,1.272141
202104,"DEU",15.350726,19.705234,16.451799,1.264672
202105,"DEU",15.061447,19.295949,12.246519,1.220398
202106,"DEU",18.706964,20.385245,8.274077,1.296361
202107,"DEU",17.308448,20.806443,7.228025,1.344528
202108,"DEU",17.278918,21.130280,6.947668,1.117456
202109,"DEU",21.454975,21.405746,8.115886,1.217849
202110,"DEU",21.585692,22.977177,13.150184,1.294459
202111,"DEU",20.669868,22.123858,19.734506,1.230456
202112,"DEU",26.194993,21.908149,22.594131,0.939165
202201,"DEU",21.873416,19.950346,24.574691,0.627512
202202,"DEU",18.554464,19.449698,20.056779,0.895979
202203,"DEU",21.390781,21.762376,19.153252,1.230442
202204,"DEU",19.957283,19.545223,14.109337,1.135998
202205,"DEU",19.420739,20.198704,8.731319,1.213880
202206,"DEU",20.525137,21.232491,7.039034,1.130689
202207,"DEU",18.578971,21.508979,7.423059,1.200554
