"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,30.490325,2.720142,0.344446,0.047260,0.022756,27.355721
1991,24.994484,2.768916,0.304493,0.047970,0.024859,21.848246
1992,19.521082,3.496045,0.315990,0.051120,0.027080,15.630847
1993,14.657183,3.645469,0.351616,0.053960,0.029499,10.576639
1994,14.375010,4.390430,0.382975,0.056400,0.032069,9.513136
1995,11.430269,4.484023,0.359116,0.056670,0.034725,6.495735
1996,13.466289,4.339661,0.356699,0.056850,0.037453,8.675627
1997,12.919988,4.233645,0.387140,0.058560,0.040251,8.200393
1998,18.637620,4.725534,0.420785,0.057150,0.043129,13.391022
1999,16.715904,4.830039,0.428012,0.060120,0.046076,11.351657
2000,16.610302,4.775708,0.518280,0.060340,0.049069,11.206905
2001,7.192427,5.066183,0.555354,0.061800,0.052043,1.457046
2002,8.075051,5.173299,0.562180,0.061640,0.054959,2.222974
2003,8.340857,5.525556,0.540033,0.061090,0.057914,2.156264
2004,9.359906,5.490681,0.492889,0.060760,0.060930,3.254646
2005,9.295397,5.678963,0.537027,0.059490,0.063998,2.955919
2006,10.169816,6.184322,0.649703,0.060760,0.067120,3.207910
2007,12.011238,6.864038,0.683737,0.061510,0.067821,4.334132
2008,10.777200,6.862307,0.656135,0.059350,0.068499,3.130909
2009,10.006787,6.546846,0.670808,0.059220,0.069108,2.660806
2010,9.729979,6.800421,0.623584,0.060720,0.069651,2.175603
2011,8.723454,7.069258,0.648259,0.059820,0.070153,0.875964
2012,13.806855,7.076913,0.679150,0.061140,0.070404,5.919247
2013,13.108464,7.413740,0.707469,0.063320,0.070585,4.853350
2014,6.557765,7.449326,0.698584,0.063650,0.070951,-1.724745
2015,6.434177,7.111653,0.713822,0.063240,0.070381,-1.524919
2016,6.165388,7.688034,0.712189,0.064250,0.069762,-2.368846
2017,5.623394,7.959494,0.757888,0.065960,0.056850,-3.216797
2018,8.210458,8.042441,0.741530,0.066410,0.055150,-0.695072
2019,7.521861,7.952179,0.671660,0.065490,0.053550,-1.221018
2020,4.108777,6.905857,0.705540,0.065240,0.060710,-3.628569
2021,5.115304,7.876663,0.810540,0.063700,0.065340,-3.700939
