"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,36.808812,2.687560,5.171903,1.145967,0.000617,27.802765
1991,30.874519,2.937678,4.811851,1.067493,0.000691,22.056806
1992,25.816666,3.240405,5.094803,1.199901,0.000879,16.280677
1993,20.591665,3.694866,4.820433,1.113186,0.000862,10.962317
1994,20.261238,4.492206,4.802826,1.082527,0.000874,9.882804
1995,17.126281,4.731544,4.618150,1.072321,0.005541,6.698725
1996,19.068406,4.435644,4.706521,0.886524,0.009071,9.030645
1997,18.608772,4.377729,4.759827,0.916943,0.012014,8.542259
1998,24.319483,4.927839,4.759266,0.907599,0.014997,13.709781
1999,22.276814,5.198860,4.654719,0.888248,0.017943,11.517043
2000,22.225042,5.227662,4.670884,0.872264,0.071592,11.382640
2001,12.866622,5.527792,4.725122,0.878534,0.070539,1.664635
2002,13.924931,5.614628,4.885379,0.888798,0.075703,2.460423
2003,14.233080,6.009385,4.931691,0.878367,0.082164,2.331473
2004,15.386499,5.890010,5.031669,0.892651,0.102273,3.469896
2005,15.320195,6.184305,5.033807,0.875407,0.115583,3.111091
2006,16.232331,6.810626,5.055216,0.890836,0.116463,3.359189
2007,18.313550,7.459656,5.236997,0.922982,0.142333,4.551582
2008,17.113248,7.472245,5.233259,0.912071,0.190717,3.304956
2009,16.560257,7.125227,5.415515,0.935848,0.202107,2.881560
2010,16.493969,7.359780,5.551948,0.949066,0.262975,2.370200
2011,15.504800,7.715236,5.589750,0.898149,0.293447,1.008218
2012,20.379683,7.641146,5.300312,0.929266,0.343250,6.165709
2013,19.740945,7.905271,5.261604,0.940009,0.430868,5.203192
2014,13.105801,8.111445,5.025257,0.871793,0.650986,-1.553679
2015,13.180224,7.687179,5.185310,0.900455,0.660282,-1.253002
2016,13.040588,8.229933,5.268966,0.931470,0.674763,-2.064545
2017,12.509439,8.645687,5.289902,0.890243,0.705900,-3.022293
2018,15.451310,8.627522,5.493687,0.918482,0.828682,-0.417064
2019,14.977784,8.481329,5.623331,0.913583,0.919010,-0.959469
2020,11.215699,7.519943,5.295959,0.860030,0.950932,-3.411166
2021,12.633706,8.638521,5.643111,0.872911,1.002380,-3.523216
