"YYYYMM","Diesel","Natural gas","Flaring"
201001,6.000103,251.227920,72.919640
201002,3.458883,211.067480,20.917040
201003,4.447135,234.579600,18.295800
201004,0,231.742960,8.116600
201005,1.729441,239.463320,1.094520
201006,7.588366,193.730160,17.174880
201007,4.094188,223.875920,11.720240
201008,1.658852,239.519520,12.039440
201009,21.141540,128.613080,27.266640
201010,62.277540,54.849440,82.122600
201011,0,253.332920,12.545720
201012,0,282.696120,13.968600
201101,7.058945,248.065360,39.347360
201102,3.529472,264.437760,17.046120
201103,0,270.888200,13.137800
201104,0,256.495440,0.337400
201105,18.565025,144.587280,8.041000
201106,15.706152,190.134120,37.946400
201107,0,250.728560,32.193880
201108,0,265.131000,15.852280
201109,7.870723,219.997280,68.569880
201110,7.764839,271.907600,14.775400
201111,4.058893,293.792800,3.535160
201112,0,275.076040,2.531640
201201,17.259120,233.019800,53.836840
201202,0,242.056200,27.255160
201203,8.400144,262.787120,4.292640
201204,41.047764,263.895600,22.781640
201205,23.329813,239.934880,56.535240
201206,49.447908,174.502880,19.585800
201207,62.542251,124.247080,50.197040
201208,8.717797,247.773040,45.512240
201209,28.482842,130.494600,25.967240
201210,0,260.956440,17.904600
201211,13.881415,248.329800,45.142840
201212,3.776535,246.624040,112.216680
201301,12.070796,203.539120,98.387760
201302,7.658955,222.768240,52.218960
201303,23.110985,242.416720,94.790800
201304,3.458883,276.219000,54.147240
201305,5.788335,257.767320,41.338640
201306,22.341560,195.813760,57.614840
201307,3.529472,260.976640,54.909520
201308,22.165087,250.953960,35.659720
201309,6.211871,301.352880,1.302960
201310,0,289.171960,0.044720
201311,0,238.082520,7.176280
201312,9.458986,238.636960,15.533480
201401,4.517725,260.337520,15.236960
201402,0,253.085560,18.669640
201403,3.529472,292.337480,58.072800
201404,15.388500,234.855440,18.255920
201405,45.734903,66.693400,34.553760
201406,9.741344,253.033760,119.245120
201407,6.211871,314.753440,12.309680
201408,11.117838,289.082640,63.707240
201409,32.612325,237.653720,109.984960
201410,18.776793,240.189120,78.986760
201411,14.717900,215.309440,83.967280
201412,11.223722,258.194760,46.817880
201501,5.894219,284.574240,45.815960
201502,0,283.270160,46.458880
201503,4.111835,320.061320,8.395080
201504,0,273.280080,4.838080
201505,2.188273,310.375880,1.449160
201506,0,279.965040,7.943960
201507,7.694250,276.460280,20.691960
201508,0,285.839560,46.395520
201509,5.294209,275.336760,7.656400
201510,2.435336,243.671600,20.990760
201511,17.400299,222.547240,45.988520
201512,3.494178,285.861640,24.499480
201601,0.776484,286.403760,24.800000
201602,4.447135,275.929400,11.019280
201603,2.470631,262.314880,65.945960
201604,11.682554,262.796000,44.773440
201605,7.058945,265.087360,77.244360
201606,3.141230,272.535920,16.927960
201607,4.881260,277.379880,41.021240
201608,0,283.322880,2.276680
201609,3.741241,247.574360,8.281840
201610,11.188428,271.729880,12.905480
201611,4.185954,280.356680,9.098680
201612,2.220038,297.441920,11.162200
201701,4.094188,298.265560,13.211280
201702,0,260.101960,1.459280
201703,0,292.017800,9.232840
201704,3.550649,270.536160,10.169640
201705,9.896641,240.422760,18.616600
201706,4.588314,266.266800,39.658520
201707,0,276.174040,18.214400
201708,0,264.345320,24.706200
201709,17.612067,195.220360,38.903880
201710,9.917817,239.282440,37.105880
201711,0,258.719880,3.755920
201712,3.148289,262.254200,27.126400
201801,0,276.354720,33.363520
201802,10.588417,218.718080,50.796800
201803,17.117941,231.289600,13.002840
201804,4.588314,238.189000,57.019200
201805,40.941880,0,1.847720
201806,16.800289,196.209720,108.960280
201807,0,295.509720,26.708800
201808,2.576515,272.133360,0.086440
201809,0,253.581840,17.593360
201810,28.976968,124.049600,52.596240
201811,12.811985,202.928160,82.322280
201812,9.706049,238.255960,29.711880
201901,0,271.039600,4.878320
201902,0,237.314600,2.424640
201903,0,257.394240,42.614520
201904,0,250.944800,60.835560
201905,16.341457,184.784200,24.778400
201906,1.764736,236.248400,8.131480
201907,2.858873,248.497240,13.163680
201908,0,253.695440,2.114080
201909,0,247.909880,14.700880
201910,14.541426,195.903080,17.931320
