"Year","Coal","Oil","Gas","Cement"
1950,0.000382,0.710816,0,0.029074
1951,0.000382,0.663184,0,0.039977
1952,0.001149,0.850048,0,0.043611
1953,0.000382,0.776768,0,0.043611
1954,0,0.916000,0,0.047246
1955,0,1.124848,0,0.072686
1956,0,1.220112,0,0.076320
1957,0,1.055232,0,0.076320
1958,0,1.242096,0,0.079954
1959,0,1.216448,0,0.076320
1960,0,1.663456,0,0.098126
1961,0,1.535216,0,0.109029
1962,0,1.458272,0,0.105394
1963,0,1.667120,0,0.127200
1964,0,2.000544,0,0.141737
1965,0,2.114128,0,0.159909
1966,0,2.231376,0,0.185348
1967,0,2.396256,0,0.192617
1968,0,2.865248,0.032976,0.214423
1969,0,2.970872,0.033010,0.225556
1970,0,3.469808,0.032976,0.163543
1971,0,3.664483,0.032947,0.181557
1972,0,3.993760,0.040304,0.239863
1973,0,4.279552,0.065952,0.239863
1974,0,5.081363,0.065992,0.287281
1975,0,6.393680,0.073280,0.294377
1976,0,7.093961,0.073247,0.299803
1977,0,6.368032,0.095264,0.305417
1978,0,9.186081,0.095231,0.403559
1979,0,10.629264,0.084272,0.529248
1980,0,11.860368,0.073280,0.667440
1981,0,15.165296,0.131904,0.589824
1982,0,17.590864,0.172208,0.753902
1983,0,17.920320,0.201558,0.669781
1984,0,19.367904,0.194192,0.813999
1985,0,17.202480,0.186864,0.915430
1986,0,12.790430,0.190574,0.934018
1987,0,13.292992,0.095264,0.989131
1988,0,14.612032,0.190528,1.006692
1989,0,17.092560,0.362736,1.023966
1990,0,13.260016,0.509296,1.017724
1991,0,13.124448,0.600896,1.039511
1992,0,19.137524,0.465250,1.016102
1993,0,21.119296,0.534944,0.946702
1994,0,10.647584,0.483648,0.975704
1995,0,19.558432,0.465328,1.178559
1996,0,20.862816,0.494640,1.363081
1997,0,15.253232,0.450672,1.304415
1998,0,19.279968,0.461664,1.168539
1999,0,18.477552,0.432352,1.032878
2000,0,17.323942,0.472571,1.256407
2001,0,19.646869,0.479907,1.296681
2002,0,21.232880,0.476320,1.318263
2003,0,22.871199,0.930528,1.347796
2004,0,24.658720,1.135840,1.492534
2005,0,26.006607,0.894126,1.570010
2006,0,24.918360,0.956425,1.737063
2007,0,29.312000,1.022256,1.834364
2008,0,24.914642,0.930772,2.221556
2009,0,27.975136,1.099076,2.110099
2010,0,30.334715,1.157702,2.087563
2011,0,32.877072,1.047904,2.238632
2012,0,32.151600,1.399648,2.353350
2013,0,33.961616,1.590176,2.612421
2014,0,37.610960,1.630480,2.602494
2015,0,35.442329,1.535077,2.310700
2016,0,33.477968,1.652464,2.188461
2017,0,33.386840,1.535069,2.243666
2018,0,33.155075,1.355811,2.287041
2019,0,34.933001,1.212672,2.188461
2020,0,27.959984,1.029584,1.971587
2021,0,32.668224,1.084544,2.129314
2022,0,35.033372,0.933284,2.129314
2023,0,37.209967,0.859142,2.129314
