"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1994,14.628455,1.633760,2.646379,8.708336,1.639980,,,
2000,18.585247,3.939863,2.992992,8.020364,2.020289,1.611740,,
2006,26.076645,7.275092,2.524230,10.643571,2.469808,3.163944,,
2010,31.989121,9.588165,3.201827,13.244083,3.042802,2.912243,,
2012,33.726333,8.768905,3.627653,14.787849,3.317682,3.224244,,
2014,37.902555,10.121506,4.316551,16.926043,3.605282,2.933173,,
2016,36.069647,9.022526,3.021615,18.432447,3.257784,2.335276,,
2018,36.707678,7.082699,3.224965,19.834193,3.438448,3.127373,,
2020,30.737456,5.508159,2.785941,16.319696,3.479763,2.643898,,
2021,34.416620,5.632427,3.013693,20.144679,3.602301,2.023520,,
2022,38.012610,6.886285,3.613905,21.182066,3.794566,2.535788,,
