"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil","Other"
2020,0,-0.200000,-0.320000,0,0,0,0,-0.530000
2021,0,-0.010000,1.250000,0,0,0,0,-0.270000
2022,0,-0.090000,-0.940000,0,0,0,0,1.810000
2023,0,-0.100000,0.710000,0,0,0,0,1.410000
2024,0,-0.010000,-2.720000,0,0.020000,0,0,1.560000
