"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1994,8.267229,52.226714,0.780404,0.151985,1.051835,0.380868,0,0.016411
2000,-12.017522,52.226713,0.780404,0.151985,1.051835,0.380868,0,0.001406
2006,-8.941186,44.079503,1.729180,1.082953,1.688016,0.256452,0,0.006163
2010,-15.154227,38.781252,6.968296,0.839320,2.572639,1.095380,0,0.013924
2012,-17.649704,38.781252,6.968296,0.839320,2.572639,1.095380,0,0.073958
2014,-19.298425,38.781252,6.968296,0.839320,2.572639,1.095380,0,0.010500
2016,-18.377527,41.516856,2.261278,0.388021,0.737730,1.513998,0,0.015979
2018,-21.148069,32.682763,2.188632,0.847782,3.666860,2.039071,0,0.018262
2020,-21.104582,36.629813,2.213061,0.002621,1.840920,0.715581,0,0.022143
2021,-18.227326,36.768469,1.299658,0.002839,3.954445,0.783863,0,0.022600
2022,-17.014154,36.768469,1.299658,0.002839,3.954445,0.783863,0,0.028078
