"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2020,"NaN",-0.320000,0.330000,"NaN","NaN","NaN",1.780000
2021,"NaN",3.940000,-0.990000,"NaN","NaN","NaN",-2.100000
2022,"NaN",-1.360000,0.290000,"NaN","NaN","NaN",1.870000
2023,"NaN",2.360000,-0.240000,"NaN","NaN","NaN",-0.830000
2024,"NaN",-1.800000,0.200000,"NaN","NaN","NaN",0.780000
