"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,30.351167,2.902537,0.268430,,,27.180200
1991,31.524486,2.901853,0.296733,,,28.325900
1992,29.626442,3.254839,0.438803,,,25.932800
1993,30.358910,3.639077,0.397251,,,26.322583
1994,30.441509,4.088427,0.464118,,,25.888965
1995,33.314716,4.525286,0.526573,,,28.262856
1996,35.702162,4.478314,0.499148,,,30.724700
1997,35.678035,4.904539,0.454343,,,30.319154
1998,32.213908,5.044590,0.472413,,,26.696905
1999,29.783473,4.970547,0.420016,,,24.392910
2000,24.115937,4.181658,0.461679,,,19.472600
2001,25.031558,4.353454,0.422704,,,20.255400
2002,24.729145,4.547800,0.438045,,,19.743300
2003,25.881187,4.710790,0.496307,,,20.674091
2004,26.996070,4.747597,0.555374,,,21.693100
2005,28.259406,4.432344,0.572407,,,23.254654
2006,50.877545,4.831648,0.611707,,,45.434190
2007,52.640695,4.827134,0.561104,,,47.252457
2008,51.498439,5.480059,0.569415,,,45.448965
2009,52.106856,5.423545,0.606510,,,46.076801
2010,53.983087,5.952693,0.618523,,,47.411870
2011,53.590478,6.139012,0.552374,,,46.899092
2012,42.185294,5.979163,0.706238,,,35.499893
2013,42.007860,6.157359,0.670399,,,35.180102
2014,48.023634,6.429516,0.762767,,,40.831351
2015,49.224653,6.930738,0.921642,,,41.372273
2016,32.340205,8.078947,1.030739,,,23.230520
2017,31.903119,8.996503,1.001199,,,21.905417
2018,32.498916,9.390373,1.227875,,,21.880669
2019,32.971619,9.091729,1.323675,,,22.556216
2020,20.921796,8.376576,1.320848,,,11.224372
2021,15.338845,9.239764,1.399702,,,4.699379
