"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.048000,0.002300,0.000800,2.056250
1962,0.045000,0.002500,0.000800,2.061623
1963,0.144000,0.002500,0.001000,3.117081
1964,0.142100,0.000500,0.001800,3.122626
1965,0.142100,0.000500,0.002200,3.128259
1966,0.136200,0.000500,0.002200,3.228983
1967,0.136900,0.000500,0.000800,4.183798
1968,0.153700,0.000800,0.000800,3.995706
1969,0.213200,0.002700,0.000800,3.564709
1970,0.213500,0.006500,0.000800,3.720807
1971,0.213200,0.006800,0.000800,3.811223
1972,0.230200,0.007100,0.000800,3.645259
1973,0.268800,0.009300,0.000800,3.952789
1974,0.325000,0.011000,0.000800,4.267933
1975,0.340000,0.008000,0.002000,4.575672
1976,0.345000,0.001800,0.002000,4.560414
1977,0.314000,0.003000,0.002000,4.778245
1978,0.380000,0.004000,0.004000,5.241361
1979,0.524000,0.005000,0.006000,5.783437
1980,0.655000,0.030000,0.006000,6.268415
1981,0.655000,0.020000,0.024000,6.683630
1982,0.655000,0.020000,0.024000,6.651014
1983,0.655000,0.004000,0.024000,6.628457
1984,0.834000,0.003500,0.024000,7.009526
1985,0.758000,0.002900,0.012600,7.143631
1986,0.766000,0.003000,0.013200,7.703293
1987,0.862000,0.005000,0.014400,7.925447
1988,0.906000,0.012000,0.016600,7.822157
1989,0.510000,0.013000,0.016600,8.080634
1990,0.228000,0.010000,0.024000,8.340835
1991,0.313000,0.010000,0.026000,8.550346
1992,0.357000,0.019000,0.030000,8.632956
1993,0.357000,0.030000,0.030000,8.845666
1994,0.357000,0.050000,0.026000,9.042333
1995,0.400000,0.100000,0.026000,9.267666
1996,0.500000,0.100000,0.026000,9.273089
1997,0.550000,0.100000,0.026000,9.440784
1998,0.550000,0.100000,0.026000,9.453861
1999,0.550000,0.100000,0.026000,9.551823
2000,0.550000,0.100000,0.026000,9.594923
2001,0.550000,0.100000,0.026000,9.690197
2002,0.550000,0.100000,0.026000,9.787375
2003,0.550000,0.100000,0.026000,9.886503
2004,0.550000,0.100000,0.026000,9.987627
2005,0.550000,0.100000,0.026000,10.090794
2006,0.550000,0.100000,0.026000,10.192644
2007,0.550000,0.100000,0.026000,10.296400
2008,0.550000,0.100000,0.026000,10.402200
2009,0.550000,0.100000,0.026000,10.510004
2010,0.550000,0.083000,0.026000,10.619874
2011,0.550000,0.082000,0.026000,10.727532
2012,0.550000,0.082000,0.026000,10.837115
2013,0.550000,0.081000,0.026000,10.948658
2014,0.550000,0.081000,0.026000,11.062202
2015,0.550000,0.081000,0.026000,11.177785
2016,0.550000,0.081000,0.026000,11.287621
2017,0.550000,0.081000,0.134000,11.399210
2018,0.550000,0.081000,0.134000,11.512581
2019,0.550000,0.081000,0.134000,11.627764
2020,0.560000,0.081000,0.134000,11.744788
2021,0.560000,0.081000,0.134000,11.863059
2022,0.560000,0.085000,0.134000,11.983209
2023,0.560000,0.085000,0.134000,12.105267
