"Year","Coal","Oil","Gas","Cement"
1950,0.000382,0.062288,0,0
1951,0.000382,0.047632,0,0
1952,0.000382,0.098928,0,0.003634
1953,0,0.120912,0,0
1954,0,0.179536,0,0.003634
1955,0,0.183200,0,0.007269
1956,0,0.190528,0,0.007269
1957,0,0.205184,0,0.007269
1958,0,0.238160,0,0.003634
1959,0,0.296784,0,0.007269
1960,0,0.296784,0,0.007269
1961,0,0.355408,0,0.007269
1962,0,0.384720,0,0.007269
1963,0,0.403040,0,0.007269
1964,0,0.421360,0,0.010903
1965,0,0.534944,0,0.014537
1966,0,0.498304,0,0.014537
1967,0,0.479984,0,0.007269
1968,0,0.578912,0,0.010903
1969,0,0.501968,0,0.018171
1970,0,0.699824,0,0.043611
1971,0,0.604560,0,0.028905
1972,0,0.677840,0,0.035921
1973,0,0.831728,0,0.035710
1974,0,0.901344,0,0.049698
1975,0,0.769440,0,0.067047
1976,0,0.956304,0,0.073661
1977,0,1.058896,0,0.094137
1978,0,1.374000,0,0.079705
1979,0,1.253088,0,0.072331
1980,0,1.403312,0,0.082158
1981,0,1.311712,0,0.071445
1982,0,1.311712,0,0.050716
1983,0,1.337360,0,0.070559
1984,0,1.439952,0,0.050082
1985,0,1.527888,0,0.019906
1986,0,1.575520,0,0.079119
1987,0,1.758720,0,0.117919
1988,0,2.000544,0,0.143194
1989,0,2.081152,0,0.142266
1990,0,1.993216,0,0.142424
1991,0,1.967568,0,0.135877
1992,0,2.359616,0,0.220323
1993,0,2.704032,0,0.210069
1994,0,3.140048,0,0.264238
1995,0,3.645680,0,0.291469
1996,0,3.444160,0,0.274641
1997,0,3.854528,0,0.273443
1998,0,4.136656,0,0.247255
1999,0,4.136656,0,0.239267
2000,0,3.363552,0,0.242580
2001,0,3.495456,0,0.200051
2002,0,3.671328,0,0.185936
2003,0,3.806896,0,0.224592
2004,0,3.850864,0,0.210443
2005,0,3.554080,0,0.225811
2006,0,3.682320,0,0.226372
2007,0,3.832544,0,0.209018
2008,0,4.048720,0,0.229234
2009,0,4.257568,0,0.273932
2010,0,4.770528,0,0.251265
2011,0.003664,4.990368,0,0.204689
2012,0.003667,4.876571,0,0.293048
2013,0,4.950064,0,0.222083
2014,0,5.199216,0,0.259014
2015,0.010992,5.690192,0,0.349830
2016,0.003666,6.800139,0,0.389550
2017,0.003664,7.661424,0,0.267391
2018,0.014656,8.090112,0,0.296010
2019,0.003664,7.833632,0,0.296010
2020,0.003662,7.104682,0,0.269100
2021,0.003664,7.833632,0,0.296010
2022,0.002728,7.808685,0,0.296010
2023,0.003040,7.840236,0,0.296010
