"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,31.314659,2.300522,1.627139,0.191711,0.015087,27.180200
1991,32.521286,2.277823,1.693522,0.198058,0.025984,28.325900
1992,30.656886,2.776329,1.703033,0.197606,0.047117,25.932800
1993,31.420657,3.119972,1.743709,0.203880,0.030515,26.322583
1994,31.535021,3.666772,1.733784,0.216494,0.029006,25.888965
1995,34.442820,4.138270,1.768729,0.229582,0.043383,28.262856
1996,36.857786,4.075600,1.792615,0.235507,0.029363,30.724700
1997,36.875628,4.397458,1.863837,0.247688,0.047491,30.319154
1998,33.453218,4.577333,1.851637,0.244297,0.083045,26.696905
1999,31.065858,4.567726,1.826271,0.236054,0.042896,24.392910
2000,25.382882,3.834394,1.809041,0.221741,0.045106,19.472600
2001,26.337655,3.889948,1.905459,0.227881,0.058966,20.255400
2002,26.133021,4.117493,1.985138,0.225633,0.061456,19.743300
2003,27.331533,4.318568,2.050397,0.227124,0.061354,20.674091
2004,28.516166,4.386049,2.121383,0.218741,0.096893,21.693100
2005,29.836794,4.096686,2.172725,0.222450,0.090279,23.254654
2006,52.499080,4.241540,2.480284,0.224901,0.118165,45.434190
2007,54.285726,3.983377,2.711772,0.230121,0.107999,47.252457
2008,53.161948,4.569263,2.788433,0.241619,0.113668,45.448965
2009,53.842174,4.778689,2.590193,0.251906,0.144584,46.076801
2010,55.807269,5.280228,2.688982,0.271154,0.155035,47.411870
2011,55.479228,5.398010,2.716473,0.276583,0.189069,46.899092
2012,44.138666,5.397089,2.749483,0.274063,0.218138,35.499893
2013,44.014879,5.534628,2.780406,0.281771,0.237971,35.180102
2014,50.109868,5.835400,2.865434,0.293737,0.283947,40.831351
2015,51.358247,6.447750,2.888326,0.307263,0.342634,41.372273
2016,34.611170,7.423087,3.147377,0.367875,0.442311,23.230520
2017,34.246425,8.154939,3.266705,0.385008,0.534356,21.905417
2018,34.916252,8.739038,3.310828,0.395343,0.590374,21.880669
2019,35.463231,8.530964,3.336415,0.404295,0.635341,22.556216
2020,23.449576,7.750904,3.363563,0.376565,0.734172,11.224372
2021,17.953253,8.670398,3.430665,0.403246,0.749564,4.699379
