"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,58.075246,10.831800,61.515392,289.770016
1962,59.914458,11.965800,64.585400,295.717016
1963,63.143814,13.301300,67.374008,291.838016
1964,66.948941,14.804800,71.556400,311.378016
1965,67.423500,16.411800,75.733008,320.381024
1966,67.314908,20.451000,81.410392,328.651016
1967,65.376400,20.510000,81.009192,324.431000
1968,66.858996,23.220000,88.234392,340.913008
1969,68.165400,23.061000,93.628016,341.253032
1970,63.665496,23.026000,91.610016,348.474008
1971,67.480300,27.437000,93.908016,355.073016
1972,68.655500,30.642000,101.514000,351.589032
1973,70.235200,31.931000,105.942000,356.245000
1974,63.450800,27.236000,105.080016,357.280008
1975,59.416900,25.005000,90.496016,324.232008
1976,67.260000,29.255000,103.514016,354.761008
1977,71.182000,32.464008,106.694000,362.945008
1978,72.929500,32.023000,110.308000,400.891000
1979,73.985008,30.706000,114.820016,417.174008
1980,65.312512,26.397000,113.678000,398.171016
1981,59.416000,27.627000,115.334016,393.549008
1982,51.809900,23.791000,109.798000,395.217008
1983,64.141200,30.100008,117.608000,432.033008
1984,67.770800,31.869008,124.732000,463.237024
1985,67.583700,33.233000,121.918016,455.393016
1986,77.540116,36.289008,128.888016,492.320024
1987,84.369508,37.930008,135.064016,496.782000
1988,84.038008,38.310008,139.174000,495.675000
1989,82.851508,37.757000,139.028032,497.603000
1990,86.144700,37.040008,143.930000,509.319000
1991,80.476708,35.072000,145.448016,491.260000
1992,85.150200,37.615008,150.320032,483.803000
1993,83.789900,38.050000,154.500016,470.725992
1994,87.035900,38.898000,161.890000,473.107008
1995,84.140100,38.077000,171.052000,469.830000
1996,86.202200,39.375000,168.092000,461.077000
1997,88.905900,40.042000,177.022000,464.231008
1998,88.990911,42.532000,172.938000,469.750000
1999,92.614685,45.501000,177.340000,469.313000
2000,91.076000,45.423000,172.504526,466.549000
2001,86.015300,39.895607,162.497656,449.114000
2002,88.642700,40.649713,163.758144,448
2003,86.158800,42.338260,161.424332,448.513255
2004,93.067180,44.114255,164.168736,461.739180
2005,97.019600,44.389051,167.394670,467.347350
2006,92.903360,43.958721,168.633874,457.048000
2007,85.376960,40.511145,167.831930,425.128760
2008,72.869280,35.176450,160.356764,380.508844
2009,54.276000,33.965789,142.710910,332.527676
2010,60.013400,32.192280,151.545690,376.571676
2011,63.173800,31.649823,152.861644,395.140676
2012,67.474000,31.059000,148.984000,387.512000
2013,71.115000,33.062390,143.464596,396.817843
2014,75.833300,35.059540,146.186000,398.692751
2015,76.362000,35.258505,144.794000,399.023412
2016,78.165000,35.956730,143.804478,436.632000
2017,80.374000,36.200910,144.089078,440.785378
2018,81.997600,34.244962,141.782134,464.118154
2019,82.400000,34.371650,136.277672,459.122600
2020,79.100000,33.110844,132.458000,429.237511
2021,80.700000,34.651024,135.011760,453.446000
2022,81.637000,33.322838,131.014328,456.329687
2023,77.872000,31.394901,121.348752,412.291332
