"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,1.378675,0.029800,1.918400,2.636100
1962,1.346188,0.031200,1.844800,2.660100
1963,1.547040,0.035400,2.108000,4.542700
1964,1.683112,0.045800,2.731000,5.161300
1965,1.639308,0.048800,3.082000,5.625300
1966,1.842150,0.130946,3.317000,6.670200
1967,2.033201,0.146109,3.550800,9.280800
1968,2.054274,0.154063,4.447600,11.885400
1969,2.016916,0.281784,4.680800,11.076800
1970,2.193247,0.230761,4.848400,12.778700
1971,2.006574,0.265141,5.408000,10.718700
1972,2.645310,0.377564,5.310200,14.638100
1973,3.660279,0.625604,5.086600,14.870200
1974,3.151906,0.843862,6.331800,13.268400
1975,3.125051,0.861650,5.126400,13.385300
1976,3.313102,0.833200,5.745600,15.919700
1977,3.023559,0.527600,5.295000,15.294300
1978,3.344005,0.544800,3.271400,16.331700
1979,3.860596,0.627800,5.680800,18.635208
1980,4.446965,0.673700,8.372400,15.800900
1981,4.312633,1.023400,7.182600,12.593800
1982,3.626530,0.664900,6.597200,15.523200
1983,4.118108,0.817600,7.009400,16.828100
1984,3.928421,0.745500,6.771400,16.726900
1985,3.354139,0.692300,6.442600,18.381308
1986,4.438756,1.248200,7.591200,17.488800
1987,5.927825,1.568200,8.234400,19.509396
1988,8.393949,2.056300,9.182800,22.647096
1989,7.697176,2.502100,10.092800,22.495200
1990,8.450929,2.652900,10.776200,21.666105
1991,7.303851,2.534200,12.744800,20.700384
1992,6.898519,2.796816,13.961810,17.341266
1993,6.170282,2.695200,13.650594,13.107391
1994,5.900450,2.503000,15.064000,12.355000
1995,5.677398,2.618139,17.072000,12.945000
1996,5.732625,2.587000,20.344000,12.077000
1997,6.001823,2.866300,19.874000,10.991000
1998,4.580786,1.894000,18.254000,12.544900
1999,5.112970,1.800000,17.274000,11.916100
2000,5.128900,1.800000,18.278000,12.156600
2001,4.529611,1.649412,16.712244,11.610198
2002,4.520339,1.716935,16.450784,11.298498
2003,4.364962,1.563746,16.697436,10.442146
2004,4.417454,1.722624,18.065712,10.515348
2005,4.379706,1.699000,19.219994,9.937704
2006,4.606603,1.818466,19.288934,9.772701
2007,4.128124,1.959293,21.943222,10.064967
2008,3.702626,2.218036,20.260230,10.420066
2009,3.603734,1.758798,18.201430,9.849584
2010,4.959766,2.134013,20.599086,11.839907
2011,5.758045,2.175140,22.677966,14.320972
2012,5.870000,2.487600,24.239400,12.769700
2013,6.595416,2.278502,24.243840,15.128067
2014,6.942341,2.149518,24.132500,14.294222
2015,6.297818,1.665090,23.217586,11.931500
2016,6.742906,2.016256,22.126150,12.335590
2017,7.394518,1.930650,23.213410,12.526601
2018,7.353524,1.985384,23.067702,12.635232
2019,6.018632,1.909750,21.138566,7.957283
2020,5.470057,1.786748,20.627746,7.355169
2021,6.257584,2.133940,20.153730,9.429098
2022,6.089646,2.301675,20.322572,7.538813
2023,5.551745,1.910455,18.383676,6.412532
