"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.593141,4.100335,1.497469,4.151620,0.663630,0.043534
2001,0.519076,4.120444,1.572062,4.183417,0.737857,0.047808
2002,0.534996,4.006731,1.569394,4.311244,0.596177,0.051567
2003,0.568726,4.013717,1.646166,4.325879,0.578095,0.053171
2004,0.541398,4.049468,1.680931,4.368208,0.580377,0.056735
2005,0.562264,3.993401,1.717653,4.372401,0.498509,0.070612
2006,0.519543,3.981987,1.658900,4.332027,0.541784,0.086774
2007,0.537872,3.881582,1.611393,4.204918,0.550838,0.137240
2008,0.505472,3.806794,1.669912,4.176111,0.604911,0.190515
2009,0.450102,3.655215,1.610319,3.869729,0.538277,0.220016
2010,0.481935,3.529653,1.784320,4.022314,0.588665,0.243727
2011,0.408985,3.453802,1.548685,4.127156,0.417867,0.280151
2012,0.463321,3.337807,1.599995,3.944674,0.545074,0.342601
2013,0.484179,3.294461,1.625154,3.905048,0.652960,0.371980
2014,0.361612,3.187633,1.364701,3.998879,0.575624,0.405315
2015,0.359547,3.187558,1.467064,3.983718,0.496858,0.459024
2016,0.351107,3.165613,1.603078,3.650231,0.542502,0.472668
2017,0.383255,3.179041,1.611565,3.585232,0.440680,0.515354
2018,0.342934,3.169654,1.542182,3.694743,0.571878,0.561001
2019,0.267958,3.144029,1.571834,3.556941,0.499452,0.632124
2020,0.193619,2.677896,1.463842,3.142614,0.544473,0.681583
