"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.027046,0.953632,1.162682,0.061770,0.340340,0.007098
2001,0.022165,0.883062,1.088461,0.070132,0.416312,0.006545
2002,0.016511,0.838135,1.059753,0.057459,0.409320,0.009118
2003,0.020138,0.854719,1.210646,0.074205,0.383285,0.010711
2004,0.034271,0.916871,1.325129,0.076685,0.345009,0.009480
2005,0.039462,0.960329,1.414404,0.066555,0.381048,0.011096
2006,0.035726,1.012866,1.463418,0.074296,0.419778,0.015754
2007,0.051697,1.129484,1.537639,0.069366,0.360898,0.015658
2008,0.063058,1.141386,1.554794,0.070266,0.353506,0.016494
2009,0.034635,1.091008,1.506080,0.077284,0.385173,0.016676
2010,0.048499,1.181369,1.515147,0.067677,0.380557,0.040460
2011,0.052627,1.224021,1.578232,0.059707,0.369822,0.052179
2012,0.049209,1.300523,1.643912,0.059364,0.341941,0.065132
2013,0.053781,1.381621,1.656997,0.057209,0.375127,0.069815
2014,0.057210,1.367696,1.661579,0.050517,0.374383,0.076921
2015,0.056931,1.394311,1.679492,0.064105,0.380414,0.081668
2016,0.043879,1.351059,1.735560,0.075006,0.346327,0.080594
2017,0.045091,1.335230,1.738801,0.054792,0.373887,0.093445
2018,0.049353,1.271559,1.753353,0.061486,0.372639,0.081179
2019,0.029246,1.147720,1.676141,0.075264,0.330427,0.121910
2020,0.031897,1.034800,1.581475,0.094700,0.271277,0.134454
