"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,4.428204,5.276902,13.182887,1.307150,1.640760,0.000810
2001,4.319669,5.433919,13.398077,1.360458,1.727698,0.001164
2002,4.337782,5.242370,13.560297,1.398015,1.600814,0.001772
2003,4.364689,5.433067,13.881427,1.474508,1.526763,0.003672
2004,4.182307,5.356118,14.242285,1.410202,1.712012,0.004452
2005,3.959649,5.380597,14.414437,1.447167,1.671486,0.004436
2006,4.062106,5.618628,15.182501,1.505328,1.667459,0.004916
2007,3.932077,5.611551,15.437419,1.530550,1.692993,0.004696
2008,4.216874,5.779896,15.218918,1.549804,1.565922,0.004695
2009,3.858296,5.545736,14.320416,1.544946,1.645213,0.004734
2010,3.790864,5.774766,15.261128,1.599598,1.562700,0.005079
2011,3.936304,6.156559,15.682901,1.613416,1.521186,0.005260
2012,4.120883,6.262298,15.430532,1.646223,1.515667,0.004751
2013,3.789766,6.295988,15.295227,1.589984,1.669646,0.004579
2014,3.665619,6.601006,15.199137,1.656041,1.588584,0.007426
2015,3.856880,6.342858,14.712294,1.780175,1.529941,0.008787
2016,3.736719,6.480802,15.143270,1.780000,1.671337,0.011036
2017,3.513981,6.457907,15.519621,1.828269,1.666467,0.013658
2018,3.628281,6.562507,16.361975,1.830462,1.705704,0.016639
2019,3.566735,6.716215,15.995258,1.862978,1.732743,0.021940
2020,3.273942,6.388478,14.810011,1.917671,1.886799,0.037695
