"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.000707,0,0,0.017032,0.055541,0
1966,"NaN",0,"NaN",0,0.000928,0,0,0.020759,0.060099,0
1967,"NaN",0,"NaN",0,0.001061,0,0,0.016553,0.065060,0
1968,"NaN",0,"NaN",0,0.001282,0,0,0.016587,0.070517,0
1969,"NaN",0,"NaN",0,0.001414,0,0,0.026060,0.076225,0
1970,"NaN",0,"NaN",0,0.001724,0,0,0.026676,0.103075,0
1971,0.000839,0,"NaN",0,0.002000,0,0,0.031635,0.110501,0
1972,0.000769,0,"NaN",0,0.002000,0,0,0.031977,0.136854,0
1973,0.000875,0,"NaN",0,0.002900,0,0,0.031122,0.132709,0
1974,0.000831,0,"NaN",0,0.004000,0,0,0.028591,0.131764,0
1975,0.000859,0,"NaN",0,0.004610,0,0,0.044289,0.131814,0
1976,0.000859,0,"NaN",0,0.004590,0,0,0.061731,0.164516,0
1977,0.000982,0,"NaN",0,0.005660,0,0,0.040288,0.192055,0
1978,0.000982,0,"NaN",0,0.007080,0,0,0.041758,0.180185,0
1979,0.000825,0,"NaN",0,0.010320,0,0,0.059884,0.217185,0
1980,0.000764,0,"NaN",0,0.006900,0,0,0.043810,0.291419,0
1981,0.000733,0,"NaN",0,0.006100,0,0,0.021204,0.312632,0
1982,0.000791,0,"NaN",0,0.006000,0,0,0.023256,0.325823,0
1983,0.000791,0,"NaN",0,0.006000,0,0,0.016074,0.370779,0
1984,0.000791,0,"NaN",0,0.006100,0,0,0.020178,0.404749,0
1985,0.000850,0,"NaN",0,0.006100,0,0,0.029070,0.474309,0
1986,0.000850,0,"NaN",0,0.006000,0,0,0.053010,0.506296,0
1987,0.000908,0,"NaN",0,0.026000,0,0,0.128250,0.524557,0
1988,0.000908,0,"NaN",0,0.026000,0,0,0.191520,0.573849,0
1989,0.000908,0,"NaN",0,0.026000,0,0,0.220590,0.640249,0
1990,0.000967,0,"NaN",0,0.046503,0,0,0.136116,0.638899,0
1991,0.000967,0,"NaN",0,0.021452,0,0,0.059508,0.471176,0
1992,0.001026,0,"NaN",0,0.052191,0,0,0.077634,0.739277,0
1993,0.001026,0,"NaN",0,0.061617,0,0,0.087210,1.030355,0
1994,0.001050,0,"NaN",0,0.062478,0,0,0.108414,1.179219,0
1995,0.001100,0,"NaN",0,0.071197,0,0,0.108414,1.146339,0
1996,0.001141,0,"NaN",0,0.064894,0,0,0.110808,1.199859,0
1997,0.001184,0,"NaN",0,0.066081,0,0,0.104310,1.441019,0
1998,0.001222,0,"NaN",0,0.061976,0,0,0.100890,0.967878,0
1999,0.001258,0,"NaN",0,0.035590,0,0,0.108756,0.704325,0
2000,0.001294,0,"NaN",0,0.031966,0,0,0.107730,0.938698,0
2001,0.001329,0,"NaN",0,0.036770,0,0,0.094392,1.082329,0
2002,0.001364,0,"NaN",0,0.045012,0,0,0.080712,1.020878,0
2003,0.001399,0,"NaN",0,0.046644,0,0,0.053352,0.960980,0
2004,0.001434,0,"NaN",0,0.056034,0,0,0.034200,1.042354,0
2005,0.001469,0,"NaN",0,0.047390,0,0,0.049590,0.989026,0
2006,0.001504,0,"NaN",0,0.048024,0,0,0.049590,1.011535,0
2007,0.001539,0,"NaN",0,0.043665,0,0,0.163546,0.968190,0
2008,0.001575,0,"NaN",0,0.027863,0,0,0.232475,0.957886,0
2009,0.001615,0,"NaN",0,0.026730,0,0,0.246698,1.087550,0
2010,0.001655,0,"NaN",0,0.033933,0,0,0.256869,1.159191,0
2011,0.001698,0,"NaN",0,0.031715,0,0,0.226869,1.277576,0
2012,0.001745,0,"NaN",0,0.040771,0,0,0.228288,1.363284,0
2013,0.001794,0,"NaN",0,0.042478,0.000427,0,0.254616,1.461587,0
2014,0.001844,0,"NaN",0,0.025975,0.000525,0,0.271110,1.388465,0
2015,0.001892,0,"NaN",0,0.023188,0.000522,0,0.262839,1.397738,0
2016,0.001938,0,"NaN",0,0.030521,0.000519,0,0.356241,1.545400,0
2017,0.001982,0,"NaN",0,0.019585,0.000516,0,0.411367,1.475864,0
2018,0.001977,0,"NaN",0,0.016264,0.003369,0,0.525616,1.453876,0
2019,0.002008,0,"NaN",0,0.022088,0.003357,0,0.701724,1.468418,0
2020,0.002080,0,"NaN",0,0.021855,0.003344,0,0.748691,1.288898,0
