"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0.029090,0,0.045420,2.118060,0,0,1.321529,13.830743,16.407586
1966,"NaN",0.039790,0,0.055740,2.304538,0,0,1.499921,15.242857,15.758620
1967,"NaN",0.043160,0,0.065970,2.221926,0,0,1.783290,16.555434,15.456105
1968,"NaN",0.048180,0,0.076220,2.265809,0,0,2.262351,18.312722,15.741568
1969,"NaN",0.052430,0,0.114430,2.224579,0,0,2.843539,20.575331,16.116895
1970,"NaN",0.069403,0,0.167850,2.347227,0,0,3.444319,22.994001,15.983231
1971,"NaN",0.070579,0,0.219280,2.332278,0,0,4.079047,24.215979,15.527451
1972,"NaN",0.069259,0,0.342950,2.448364,0,0,4.826752,25.987239,15.293471
1973,"NaN",0.074422,0,0.400710,2.435321,0,0,5.540328,28.005709,15.311234
1974,"NaN",0.078293,0,0.466950,2.630174,0,0,6.204833,26.355698,15.506559
1975,"NaN",0.082826,0,0.785590,2.649054,0,0,6.688325,25.753825,15.007078
1976,"NaN",0.083056,0,0.920050,2.311628,0,0,7.308685,27.774068,15.801130
1977,"NaN",0.086462,0,1.133071,3.075857,0,0,7.615431,27.311609,15.739463
1978,"NaN",0.091189,0,1.359261,2.994795,0,0.000030,7.909494,28.738122,16.128847
1979,"NaN",0.092853,0,1.523087,3.139237,0,0.000060,8.275624,29.558846,16.707117
1980,"NaN",0.103873,0,1.851327,2.977077,0,0.000105,8.244900,27.787442,17.326658
1981,"NaN",0.100844,0,2.661452,2.938230,0,0.000105,8.114016,25.888423,16.892580
1982,"NaN",0.092872,0,2.907709,2.888877,0,0.000185,7.897274,24.310329,17.156012
1983,"NaN",0.095689,0,3.462048,2.946816,0,0.000301,8.196829,23.487743,17.303050
1984,"NaN",0.099462,0,4.516188,2.988656,0,0.000382,8.619878,22.987741,17.951924
1985,"NaN",0.104142,0,5.546659,3.051721,0,0.000574,9.041122,23.881783,18.449881
1986,"NaN",0.122789,0,6.106070,2.883034,0,0.001336,9.172107,24.683790,17.985314
1987,"NaN",0.120513,0,6.359270,3.165696,0,0.001908,9.654449,24.747401,18.153225
1988,"NaN",0.128241,0,6.840027,3.341987,0,0.003297,9.645125,24.829982,17.915553
1989,"NaN",0.126592,0,7.212092,2.729382,0.000091,0.005064,9.985048,24.869384,17.960038
1990,1.806718,0.173430,0.000266,7.290121,2.848056,0.000115,0.007705,10.486955,25.404031,16.334627
1991,1.890997,0.178298,0.000295,7.493278,2.984408,0.000135,0.009710,10.735447,25.451389,15.391134
1992,1.900456,0.187169,0.000772,7.503783,3.106272,0.000241,0.015020,10.381311,25.525762,14.329454
1993,2.051280,0.205588,0.001863,7.729055,3.185628,0.000284,0.020674,10.590972,25.137026,13.690017
1994,2.032003,0.212910,0.005237,7.708046,3.279669,0.000327,0.026346,10.461452,25.247887,13.375002
1995,2.114191,0.233976,0.008023,7.927321,3.269626,0.000408,0.034705,11.332627,25.798188,13.213641
1996,2.248305,0.233421,0.011874,8.329661,3.254333,0.000468,0.043390,12.310956,26.292589,13.242918
