"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.166258,0.441125,0.183670,0,0.000302,0.055420
2001,0.175737,0.423093,0.191934,0,0.000274,0.057810
2002,0.175946,0.409441,0.193745,0,0.000314,0.066701
2003,0.240059,0.395958,0.195873,0,0.000208,0.079007
2004,0.184010,0.388958,0.194941,0,0.000258,0.092538
2005,0.155255,0.392655,0.187220,0,0.000218,0.094806
2006,0.235590,0.400008,0.190738,0,0.000225,0.088499
2007,0.194790,0.402403,0.170963,0,0.000270,0.098533
2008,0.171558,0.394509,0.171778,0,0.000245,0.095959
2009,0.168780,0.354812,0.164981,0,0.000178,0.095264
2010,0.160465,0.358260,0.186623,0,0.000194,0.117640
2011,0.135578,0.346762,0.156505,0,0.000157,0.137540
2012,0.103547,0.321750,0.146170,0,0.000162,0.146331
2013,0.135485,0.320491,0.137872,0,0.000124,0.156026
2014,0.109959,0.321996,0.118420,0,0.000138,0.174025
2015,0.072363,0.325568,0.119133,0,0.000164,0.181725
2016,0.087676,0.319836,0.121149,0,0.000174,0.176256
2017,0.065591,0.317036,0.115784,0,0.000161,0.206408
2018,0.066801,0.321697,0.112355,0,0.000133,0.196287
2019,0.038076,0.316898,0.104320,0,0.000153,0.217372
2020,0.032711,0.262242,0.083663,0,0.000147,0.211629
