"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,2.129701,1.641534,0.739983,0,0.164665,0.012942
2001,2.108203,1.645507,0.798095,0,0.160188,0.014028
2002,2.155660,1.663109,0.821333,0,0.158873,0.021090
2003,2.217399,1.656936,0.827794,0,0.158988,0.026672
2004,2.310588,1.696665,0.844330,0,0.152870,0.037809
2005,2.297264,1.718794,0.837323,0,0.149763,0.053007
2006,2.359485,1.775451,0.933950,0,0.143811,0.062875
2007,2.339022,1.804310,1.044713,0,0.124781,0.073960
2008,2.437995,1.808810,1.027258,0,0.112281,0.075416
2009,2.357242,1.763919,1.048912,0,0.119397,0.076630
2010,2.186381,1.785225,1.141431,0,0.129027,0.086867
2011,2.131171,1.877593,1.180574,0,0.182592,0.112676
2012,1.995833,1.944279,1.186598,0,0.157970,0.131986
2013,1.894233,2.004204,1.248261,0,0.175941,0.162753
2014,1.878550,2.008888,1.339954,0,0.132698,0.180363
2015,1.945262,1.994946,1.396649,0,0.128289,0.207145
2016,1.943987,2.002764,1.363352,0,0.159604,0.226470
2017,1.877231,2.093915,1.336118,0,0.121498,0.238516
2018,1.831564,2.126678,1.289743,0,0.155133,0.293996
2019,1.754263,2.108533,1.515275,0,0.125816,0.373218
2020,1.688741,1.829799,1.472349,0,0.129091,0.448609
