"Year","Coal","Oil","Gas","Cement","Flaring"
2000,26.699568,263.873952,81.201568,14.567020,9.724256
2001,30.638368,275.576768,82.887008,14.058930,7.536848
2002,34.701435,265.359172,92.170763,14.548140,5.188178
2003,42.458432,273.195168,101.903168,14.649810,5.550960
2004,37.881779,276.735940,105.646892,15.345810,3.246277
2005,46.807600,291.123120,105.515872,16.673750,3.872848
2006,50.288400,284.689136,117.936832,17.817760,5.833088
2007,45.840304,286.649376,117.273648,18.972860,11.050624
2008,40.783984,288.397104,118.567040,18.638230,26.593312
2009,40.813296,272.740832,123.432832,17.862750,21.053344
2010,51.054176,259.678672,124.121664,17.045650,11.882352
2011,56.041308,272.512081,130.706870,17.770720,7.133862
2012,49.222543,290.157986,135.726564,18.411490,2.780997
2013,49.976960,277.694560,142.276784,17.437030,2.744336
2014,48.943712,269.274688,138.502864,18.259330,6.148192
2015,44.114222,258.874271,147.976833,19.159980,11.849285
2016,47.621008,251.592224,151.455104,17.517684,14.612032
2017,48.529680,245.839744,143.251408,17.959759,4.268560
2018,45.994564,239.268465,149.180968,20.863904,0
2019,43.912459,220.896293,149.839733,20.863904,0
2020,16.936447,172.189279,146.978489,20.863904,0
