"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,29.561062,9.580093,0.889047,0.167370,2.224100,0.031489
2001,31.088717,9.795123,0.995248,0.173585,2.756285,0.032827
2002,34.082847,10.576830,1.058888,0.248028,2.842543,0.039991
2003,40.619011,11.777488,1.230290,0.425085,2.782246,0.052168
2004,47.359007,13.752259,1.439423,0.491832,3.445365,0.059130
2005,55.458381,13.992388,1.691104,0.514080,3.844532,0.101114
2006,60.906174,15.029908,2.080215,0.527735,4.193412,0.148527
2007,66.326087,15.771753,2.558804,0.594118,4.640337,0.194515
2008,67.377314,16.088869,2.949585,0.649955,6.053098,0.327005
2009,70.580165,16.694352,3.248065,0.661587,5.814416,0.531576
2010,73.224993,18.991960,3.919466,0.701567,6.677400,0.774788
2011,79.710499,19.682378,4.865863,0.813512,6.418956,1.051785
2012,80.712841,20.632388,5.431593,0.911680,8.000454,1.360029
2013,82.441149,21.538508,6.187628,1.027688,8.383776,1.805832
2014,82.492776,22.385862,6.781073,1.220496,9.708552,2.234905
2015,80.936781,24.237541,7.008823,1.560766,10.150051,2.639945
2016,80.213067,25.062933,7.539879,1.929959,10.440824,3.444866
2017,80.587596,26.202555,8.685070,2.232900,10.485585,4.610761
2018,81.109745,27.064349,10.221300,2.639474,10.726884,5.814828
2019,81.788988,27.935037,11.101566,3.108444,11.343886,6.750808
2020,82.270462,28.499240,11.900879,3.252454,11.741599,7.791361
