"Year","Coal","Oil","Gas","Cement","Flaring"
2000,1.656171,67.433997,69.438256,2.771000,1.058923
2001,1.289728,64.336176,64.808832,2.481000,1.088208
2002,1.099232,57.497185,62.619608,1.729000,1.447323
2003,1.989552,59.356800,69.070064,2.280000,1.934592
2004,2.198349,67.811726,82.910717,2.701000,1.421599
2005,3.268288,71.799744,81.967344,3.241000,1.157824
2006,3.865520,81.912384,83.868960,3.764000,1.198128
2007,3.660336,77.951600,87.177552,3.998000,1.458272
2008,3.876512,88.657808,90.119744,3.990000,1.461936
2009,3.231648,82.381376,87.994624,3.810000,1.531552
2010,3.990096,90.145392,86.928400,4.178000,1.491248
2011,4.722987,86.908092,92.587402,4.586000,1.469292
2012,5.008688,85.587376,95.381248,4.184000,1.553536
2013,4.840051,87.487304,91.338094,4.581000,1.886924
2014,5.536412,84.291958,92.843900,4.336000,1.648832
2015,5.466688,86.954048,93.534592,4.571000,1.879632
2016,4.191696,84.555750,96.302759,4.029000,1.897988
2017,4.279469,80.855575,96.441927,4.421442,1.806317
2018,4.356496,74.393856,96.125040,4.377579,1.846656
2019,2.581635,67.148565,91.892025,4.096707,1.846656
2020,2.815605,61.964604,86.702093,3.649106,1.846656
