"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.013811,0.142156,0.326095,0,0.007490,0
2001,0.014648,0.169800,0.365156,0,0.009866,0
2002,0.015297,0.170512,0.384161,0,0.007393,0.000001
2003,0.014627,0.176747,0.413223,0,0.007346,0.000009
2004,0.014648,0.166786,0.444248,0,0.007299,0.000019
2005,0.030053,0.167842,0.477481,0,0.007253,0.000033
2006,0.045662,0.169643,0.517081,0,0.007207,0.000067
2007,0.037265,0.160414,0.552109,0,0.007162,0.000101
2008,0.039226,0.162981,0.589551,0,0.009028,0.000172
2009,0.049013,0.152393,0.674883,0,0.003938,0.000295
2010,0.031233,0.169779,0.693134,0,0.006843,0.000482
2011,0.046496,0.219393,0.704957,0,0.008135,0.000620
2012,0.038366,0.234138,0.768106,0,0.007205,0.000927
2013,0.053115,0.229224,0.790300,0,0.006713,0.001287
2014,0.031872,0.257372,0.828802,0,0.005190,0.001631
2015,0.094868,0.272396,0.930746,0,0.008180,0.001877
2016,0.069713,0.298117,0.952234,0,0.008009,0.002064
2017,0.078216,0.333812,0.957336,0,0.009266,0.002352
2018,0.085703,0.381725,0.987444,0,0.007743,0.002532
2019,0.138762,0.376472,1.113638,0,0.007337,0.003184
2020,0.154581,0.331442,1.095651,0,0.006223,0.003738
