"Year","Coal","Oil","Gas","Cement","Flaring"
2000,88.321491,164.907087,37.150532,14.727624,2.132560
2001,81.098082,171.016983,39.968355,15.014369,2.037955
2002,90.916845,175.481710,45.030599,15.530168,2.068617
2003,84.293097,179.717470,51.270831,16.037506,1.900388
2004,87.397007,185.140865,58.846112,16.292143,2.233621
2005,87.765557,189.185461,68.907789,16.791774,2.296654
2006,77.952427,184.585041,74.005391,16.744749,2.416181
2007,84.629073,184.172679,75.615713,16.823910,2.565327
2008,59.334166,174.138067,82.535532,14.389498,2.304118
2009,45.080874,161.983715,73.679554,11.401951,2.256493
2010,36.352365,157.343107,73.634102,11.197403,2.279808
2011,54.215350,147.001836,68.041746,9.522689,2.739039
2012,63.252868,135.635164,65.085759,8.754204,3.379157
2013,49.190519,130.195392,59.063352,7.642356,3.834496
2014,54.142112,130.864035,54.254713,8.896821,4.064587
2015,61.751351,137.450737,56.603201,9.216019,3.706648
2016,45.583837,141.523288,57.660055,9.413649,3.763227
2017,53.521706,142.320742,62.541828,9.448701,3.824699
2018,47.995346,143.380540,61.863896,9.667446,3.791004
2019,23.551594,141.130242,71.177107,9.064168,3.632959
2020,10.943267,118.200733,64.131411,9.064168,3.632959
