"Year","Coal","Oil","Gas","Cement","Flaring"
2000,31.671609,55.733540,33.199178,3.270299,0.165423
2001,28.289752,59.056647,32.937458,2.957389,0.147747
2002,28.636592,59.084521,33.255783,2.993247,0.153043
2003,27.766146,59.789070,34.992110,2.933470,0.111442
2004,28.251919,59.764063,34.982748,2.837048,0.102442
2005,26.195950,58.090441,35.641492,2.933953,0.104421
2006,25.337382,57.118844,35.388501,3.111969,0.130723
2007,23.158202,55.793331,35.637382,3.087423,0.114941
2008,23.259024,55.365125,35.690278,3.032533,0.116675
2009,15.162389,51.199339,36.481999,2.795202,0.117294
2010,17.526192,51.808501,40.348520,2.582486,0.103191
2011,16.691468,48.611302,34.574797,2.761552,0.093232
2012,15.078114,47.548647,34.914553,2.642587,0.092581
2013,15.331619,47.310904,35.275033,2.541374,0.093725
2014,14.795482,46.238969,31.006888,2.642982,0.075679
2015,14.438086,48.188136,33.824321,2.348126,0.088261
2016,13.543533,47.308800,34.430464,2.435800,0.078277
2017,13.308107,46.591960,35.093277,2.291409,0.098940
2018,13.366930,45.986258,36.179493,2.534383,0.121246
2019,13.191876,45.482190,36.273672,2.819306,0.116104
2020,10.901707,32.579576,35.469635,2.819306,0.116104
