"Year","Coal","Oil","Gas","Cement","Flaring"
2000,372.047458,676.304594,170.603597,35.085743,0.511563
2001,381.113117,654.633452,169.623171,34.374185,0.548167
2002,398.258418,665.588384,173.418885,32.417253,0.524567
2003,411.671854,655.729591,178.651846,31.935273,0.505758
2004,419.645802,644.610569,177.564951,31.276190,0.477664
2005,430.174454,641.719658,176.001001,32.279646,0.507770
2006,427.282539,604.922369,192.654372,31.990874,0.553114
2007,444.764290,607.541494,209.122344,30.658350,0.615644
2008,426.081426,562.910364,204.484663,28.552561,0.565173
2009,411.059961,515.912154,202.176743,25.308482,0.500847
2010,445.733855,521.744242,213.341562,24.321271,0.474549
2011,430.265145,552.340564,247.922677,24.982896,0.477476
2012,449.801067,564.168727,257.022425,25.624795,0.490268
2013,480.985001,541.440844,256.490809,26.805206,0.438198
2014,472.225512,496.795383,258.548469,26.557375,0.449078
2015,465.628827,476.371529,246.428641,25.936140,0.424711
2016,456.358246,460.901236,251.595944,25.969471,0.457106
2017,458.309038,448.760195,245.716728,26.428778,0.436076
2018,441.800091,432.717873,233.969094,26.182944,0.413613
2019,432.133391,415.702661,224.221791,25.376205,0.393235
2020,402.978629,377.381559,216.543705,25.376205,0.393235
