"Year","Coal","Oil","Gas","Cement","Flaring"
2000,7.873705,56.152817,49.671391,6.587950,5.917186
2001,9.929712,63.480536,48.582305,6.327250,5.668363
2002,12.545536,60.705152,49.024320,7.145680,5.697520
2003,18.213744,62.222048,61.881296,8.209940,5.994304
2004,31.719248,67.615456,59.217568,8.196900,4.352832
2005,26.109664,68.798928,64.079696,8.062240,14.282272
2006,26.626288,62.324640,69.546384,8.603500,11.684496
2007,29.934279,68.826858,65.437726,8.345580,9.910921
2008,38.036676,70.210845,72.632793,8.863220,12.241647
2009,46.591424,68.612064,65.442704,8.385920,11.680832
2010,55.337392,73.375264,60.807744,7.413250,19.001504
2011,55.543511,71.753320,64.784275,8.105370,16.807051
2012,59.869760,74.276608,66.289088,8.504810,6.272768
2013,57.989249,87.212871,82.273874,9.368970,5.642475
2014,57.866418,88.717760,82.562148,9.856730,5.829511
2015,66.318400,76.189216,77.211472,8.981140,3.143712
2016,71.044960,88.368352,73.525488,13.415570,4.206272
2017,78.607456,81.271184,70.425744,11.294792,8.962144
2018,84.147424,82.890672,84.261008,12.015737,8.914512
2019,86.191285,87.238620,84.299101,12.015737,8.914512
2020,102.608155,77.115119,71.953911,12.015737,8.914512
