"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,3.060324,0,0,0.022169,7.674259,0.871271
1966,"NaN",0,"NaN",0,3.256376,0,0,0.025222,8.141188,0.918495
1967,"NaN",0,"NaN",0,3.315582,0,0,0.027754,8.178152,0.924050
1968,"NaN",0,"NaN",0,3.379908,0,0,0.028569,9.566701,0.885653
1969,"NaN",0,"NaN",0,3.524873,0,0,0.029343,10.230495,0.963338
1970,"NaN",0.054114,"NaN",0,4.184590,0,0,0.030697,11.287444,1.072839
1971,15.236977,0.064975,"NaN",0,4.431443,0,0,0.047172,12.134863,1.053690
1972,15.218400,0.071758,"NaN",0,5.075237,0,0,0.063226,13.626366,1.082815
1973,14.916962,0.073421,"NaN",0,5.661088,0,0,0.070665,16.381791,1.039188
1974,14.861632,0.074986,"NaN",0,6.272695,0,0,0.132798,17.254209,1.076576
1975,14.573991,0.080881,"NaN",0,6.742171,0,0,0.140922,17.394412,1.249913
1976,13.965415,0.078726,"NaN",0,7.551898,0,0,0.158559,18.373483,1.302612
1977,13.767984,0.099341,"NaN",0,8.314848,0,0,0.193149,18.352006,1.613423
1978,13.183424,0.115699,"NaN",0,8.925032,0,0,0.248226,19.496317,1.811709
1979,13.353751,0.150665,"NaN",0,9.889852,0,0,0.265640,20.007906,1.921838
1980,13.521027,0.149594,"NaN",0,10.680480,0,0,0.303288,18.870368,2.047501
1981,13.179556,0.151624,"NaN",0,10.582233,0,0,0.265808,17.585042,1.956524
1982,12.795965,0.172214,"NaN",0,11.156829,0,0,0.371019,17.413168,2.020347
1983,13.464063,0.230551,"NaN",0,11.701536,0,0,0.490277,16.154760,2.220279
1984,14.401032,0.215410,"NaN",0.124109,12.584115,0,0,0.557977,15.989810,2.681063
1985,14.353422,0.226734,"NaN",0.249937,13.186192,0,0,0.684996,15.880091,3.101651
1986,13.795098,0.231262,"NaN",0.010427,13.208344,0,0,0.781657,17.177219,3.075638
1987,14.173322,0.253081,"NaN",0.069060,13.173248,0,0,0.855327,17.325178,3.157017
1988,13.546988,0.232531,"NaN",0.042332,13.861760,0,0,0.844624,17.293067,3.164883
1989,13.299484,0.232570,"NaN",0.125061,13.988408,0,0,0.849985,17.103215,3.082448
1990,11.776061,0.258992,1.645200,0.150131,13.872720,0,0,0.759973,16.587919,2.696820
1991,11.348932,0.263743,1.685234,0.095089,14.361019,0,0,0.776286,16.482373,3.037750
1992,11.020114,0.319550,1.621093,0.114029,14.478406,0,0,0.864507,17.470347,2.898028
1993,10.738520,0.317754,1.662583,0.028180,14.986700,0,0,0.995993,17.875015,2.936393
1994,11.170888,0.337962,1.744605,0.003450,15.223036,0,0,1.070107,18.772426,2.965476
1995,10.525078,0.345250,1.775185,0.155475,15.671223,0,0,1.162189,19.280087,3.060287
1996,10.280693,0.410213,1.818947,0.147435,16.144914,0,0.000121,1.260270,20.186242,3.108039
1997,10.523247,0.441301,1.730194,0.189523,16.684026,0,0.000239,1.348310,21.358739,3.078162
1998,10.306349,0.442043,1.672568,0.192302,17.166921,0,0.000294,1.391602,21.927013,2.969309
1999,10.492154,0.486076,1.651773,0.230793,17.003381,0,0.000116,1.627042,21.934355,2.962581
2000,9.774442,0.449416,1.394122,0.345900,17.415322,0,0.000057,1.998750,21.292160,3.113750
2001,10.104948,0.504076,1.232969,0.800598,15.019327,0,0.001957,2.496122,21.347259,3.022848
2002,10.796128,0.562233,1.374320,0.760703,15.729330,0,0.003354,2.910729,20.644768,2.887627
2003,11.823343,0.641646,1.289952,0.720597,16.486443,0,0.003291,3.217122,19.783639,2.958636
2004,12.443904,0.660695,1.421100,0.614934,16.989822,0,0.003231,3.780353,20.200935,3.064918
2005,12.672195,0.707089,1.520351,0.512721,17.556694,0,0.004833,3.892911,20.389263,2.922221
2006,13.335778,0.759188,1.402764,0.703367,17.837472,0,0.012120,4.050183,20.557337,2.850156
2007,13.934502,0.908490,1.927408,0.621124,18.810873,0,0.033334,4.128002,21.151276,2.989201
2008,14.473722,0.979173,2.551746,0.691270,18.288428,0,0.058544,4.810655,21.871699,3.002007
2009,13.579867,1.114311,2.771070,0.631151,19.045498,0,0.060304,3.837658,21.466487,2.399062
2010,14.432832,1.531969,2.932657,0.696536,19.341938,0,0.104389,5.072534,23.193406,3.093865
2011,13.756643,1.541178,2.653917,0.739644,20.231588,0,0.127755,5.009268,24.433339,3.274751
2012,13.863011,1.664157,2.490310,0.746258,19.325641,0.000046,0.234974,5.884746,24.978470,3.211781
2013,13.968335,1.878431,2.899292,0.708320,17.925760,0.000220,0.301483,6.873298,26.185833,3.431808
2014,14.008634,2.127226,3.173488,0.694860,16.873470,0.000727,0.551708,7.218239,26.796836,3.617801
2015,13.993526,2.221662,3.729909,0.656257,16.022892,0.002624,0.963206,7.559554,24.901288,3.608908
2016,13.962861,2.254265,3.362461,0.696652,16.726972,0.003744,1.470599,6.476251,23.426429,3.233008
2017,14.093163,2.291297,3.503574,0.681567,16.061669,0.036021,1.834924,6.518443,23.600522,3.382400
2018,14.006939,2.322908,4.032380,0.669502,16.614688,0.147853,2.070589,6.168296,22.538245,3.281523
2019,14.027532,2.319766,4.444905,0.681255,16.805662,0.281078,2.364739,6.095254,22.791686,3.070955
2020,14.869231,2.313513,4.408637,0.639123,16.579922,0.332548,2.382270,5.439675,21.672953,2.723795
