"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,3.571545,5.653565,2.985285,1.696060,0.248668,0.152289
2001,3.581770,5.727468,3.148135,1.701926,0.230901,0.169913
2002,3.589736,5.536008,3.143260,1.627150,0.233564,0.237470
2003,3.649032,5.427781,3.181391,1.618858,0.173812,0.302467
2004,3.557196,5.365764,3.197558,1.628086,0.195840,0.394927
2005,3.403394,5.256207,3.250118,1.578795,0.190175,0.486870
2006,3.539921,5.246054,3.312248,1.610407,0.192535,0.611296
2007,3.629832,4.750051,3.190903,1.343856,0.202429,0.772262
2008,3.354510,5.036650,3.222023,1.413844,0.194272,0.806035
2009,3.003453,4.823418,3.039484,1.274358,0.179737,0.832506
2010,3.226220,4.887519,3.170565,1.319329,0.196675,0.904156
2011,3.278848,4.727775,2.910986,1.007293,0.164869,1.110569
2012,3.369867,4.699401,2.919962,0.922265,0.204835,1.250647
2013,3.468235,4.803345,3.059076,0.896709,0.211970,1.304833
2014,3.333222,4.673945,2.660221,0.889864,0.179451,1.427745
2015,3.294201,4.667552,2.770330,0.835911,0.172828,1.657276
2016,3.203766,4.763947,3.055851,0.766213,0.186011,1.642176
2017,3.009347,4.867355,3.158585,0.686920,0.181350,1.878570
2018,2.904084,4.632057,3.090626,0.680045,0.160829,1.968221
2019,2.247184,4.661052,3.192735,0.669213,0.180002,2.101032
2020,1.844000,4.208903,3.115639,0.571728,0.165491,2.205270
