"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.274273,3.817485,1.292879,0.082210,0.330749,0.067117
2001,0.301225,3.754114,1.302859,0.086693,0.282507,0.065658
2002,0.504381,3.590014,1.478478,0.096209,0.245408,0.063336
2003,0.371946,3.684249,1.602339,0.102996,0.194704,0.071507
2004,0.380591,3.833958,1.728789,0.089597,0.245350,0.074195
2005,0.480346,3.926825,1.897644,0.104630,0.268326,0.082562
2006,0.515514,3.886714,2.098378,0.104562,0.292976,0.076140
2007,0.473702,4.037532,2.053490,0.099648,0.261436,0.084766
2008,0.423163,4.027655,2.159877,0.093168,0.372749,0.081180
2009,0.431087,3.891221,2.346077,0.099177,0.252374,0.080986
2010,0.533228,3.908112,2.377603,0.055186,0.348784,0.085813
2011,0.616777,3.973258,2.549106,0.094125,0.338376,0.088183
2012,0.537358,4.037398,2.651536,0.081318,0.295899,0.101817
2013,0.533616,3.925493,2.800622,0.108758,0.258269,0.111312
2014,0.532580,3.747803,2.838544,0.088659,0.356323,0.132897
2015,0.531542,3.704738,2.908185,0.105435,0.281334,0.158025
2016,0.520680,3.731628,2.989081,0.095667,0.277911,0.171599
2017,0.636310,3.593102,3.097207,0.097946,0.286629,0.187234
2018,0.567164,3.505452,3.153089,0.086466,0.290660,0.239586
2019,0.541493,3.236313,3.167039,0.101962,0.210451,0.295983
2020,0.208847,2.464799,3.106563,0.101422,0.238355,0.355882
