"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.003400,0,0,0,0.064842,0.037577
1966,"NaN",0,"NaN",0,0.003900,0,0,0,0.141711,0.039472
1967,"NaN",0,"NaN",0,0.004300,0,0,0,0.207549,0.043261
1968,"NaN",0,"NaN",0,0.004800,0,0,0,0.211731,0.047997
1969,"NaN",0,"NaN",0,0.005400,0,0,0,0.255901,0.051155
1970,"NaN",0,"NaN",0,0.006000,0,0,0,0.265301,0.054629
1971,0.345819,0,"NaN",0,0.006140,0,0,0,0.224436,0.059997
1972,0.353989,0,"NaN",0,0.004220,0,0,0,0.232378,0.045134
1973,0.362428,0,"NaN",0,0.004200,0,0,0,0.228187,0.064979
1974,0.371072,0,"NaN",0,0.004200,0,0,0,0.139270,0.077623
1975,0.379867,0,"NaN",0,0.005000,0,0,0,0.132846,0.107894
1976,0.388788,0,"NaN",0,0.005570,0,0,0,0.034646,0.101865
1977,0.397780,0,"NaN",0,0.006000,0,0,0,0.034321,0.111662
1978,0.406804,0,"NaN",0,0.008000,0,0,0,0.041607,0.107936
1979,0.415804,0,"NaN",0,0.010000,0,0,0,0.048076,0.111620
1980,0.424709,0,"NaN",0,0.014880,0,0,0,0.083892,0.095208
1981,0.432792,0,"NaN",0,0.015070,0,0,0.000347,0.072989,0.106010
1982,0.440424,0,"NaN",0,0.015600,0,0,0.000660,0.074200,0.117230
1983,0.448080,0,"NaN",0,0.012230,0,0,0.002275,0.084888,0.117984
1984,0.456282,0,"NaN",0,0.015990,0,0,0.001980,0.082984,0.118110
1985,0.465583,0,"NaN",0,0.014770,0,0,0.001233,0.084372,0.117398
1986,0.476505,0,"NaN",0,0.014070,0,0,0.001285,0.093844,0.129372
1987,0.488376,0,"NaN",0,0.013840,0,0,0.001285,0.109525,0.144235
1988,0.500342,0,"NaN",0,0.017910,0,0,0.000973,0.114599,0.135108
1989,0.512292,0,"NaN",0,0.038380,0,0,0.001146,0.106089,0.108522
1990,0.522123,0,"NaN",0,0.053690,0,0,0.001390,0.124886,0.093073
1991,0.532142,0,"NaN",0,0.063170,0,0,0.002501,0.121683,0.089891
1992,0.543020,0,"NaN",0,0.072280,0,0,0.007295,0.132967,0.090142
1993,0.569321,0,"NaN",0,0.079650,0,0,0.008685,0.170000,0.087253
1994,0.537250,0,"NaN",0,0.092430,0,0,0.008685,0.188441,0.096338
1995,0.538925,0,"NaN",0,0.105820,0,0,0.005055,0.207393,0.129650
1996,0.541437,0,"NaN",0,0.120080,0,0,0.009970,0.239106,0.144822
1997,0.558226,0,"NaN",0,0.116570,0,0,0.018447,0.273090,0.186046
1998,0.575015,0,"NaN",0,0.110950,0,0,0.031266,0.300975,0.199552
1999,0.585524,0,"NaN",0,0.137740,0,0,0.045162,0.330699,0.149371
2000,0.594116,0,"NaN",0,0.145510,0,0,0.055584,0.357324,0.196330
2001,0.602849,0,"NaN",0,0.180918,0,0,0.069480,0.387385,0.214557
2002,0.602849,0,"NaN",0,0.179632,0,0,0.083376,0.425473,0.245012
2003,0.615092,0,"NaN",0,0.186209,0,0,0.082438,0.453731,0.285254
2004,0.616897,0,"NaN",0,0.173640,0,0,0.144518,0.540730,0.373838
2005,0.619375,0.000484,"NaN",0,0.160117,0,0,0.223726,0.529128,0.391465
2006,0.618246,0.000625,"NaN",0,0.189672,0,0,0.243180,0.519375,0.239815
2007,0.617466,0.000755,"NaN",0,0.214554,0,0,0.245959,0.578943,0.262513
2008,0.616524,0.000523,"NaN",0,0.246929,0,0.000016,0.260515,0.612268,0.497741
2009,0.616373,0.000586,"NaN",0,0.283116,0,0.000110,0.278267,0.617594,0.467037
2010,0.615885,0.000516,"NaN",0,0.267744,0.000055,0.000382,0.326625,0.668223,0.609326
2011,0.616664,0.000522,"NaN",0,0.383206,0.000055,0.000380,0.294595,0.726674,0.726157
2012,0.617583,0.000529,"NaN",0,0.494286,0.000055,0.000377,0.324993,0.742126,0.673999
2013,0.618527,0.000535,"NaN",0,0.532916,0.000054,0.000635,0.338750,0.756384,0.719894
2014,0.619255,0.000541,"NaN",0,0.569535,0.000061,0.000631,0.354695,0.779192,0.869821
2015,0.602389,0.000637,"NaN",0,0.520663,0.000061,0.001609,0.370328,0.870063,1.098444
2016,0.285177,0.000616,"NaN",0,0.597945,0.000060,0.001899,0.368591,0.930773,1.188646
2017,0.301826,0.000688,"NaN",0,0.798859,0.000084,0.002415,0.342745,0.974318,1.187695
2018,0.328496,0.000684,"NaN",0,0.755921,0.001015,0.002776,0.347747,1.037096,1.582250
2019,0.340470,0.000004,"NaN",0,0.603704,0.036702,0.000004,0.354695,1.103961,2.067279
2020,0.258240,0.000004,"NaN",0,0.612521,0.083956,0.000007,0.313654,0.977265,2.101594
