"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1966,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1967,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1968,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1969,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1970,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1971,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1972,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1973,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1974,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1975,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1976,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1977,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1978,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1979,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1980,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1981,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1982,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1983,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1984,"NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
1985,"NaN",0,"NaN",0.533068,0.107126,0,0,3.059694,2.735627,3.556484
1986,"NaN",0,"NaN",0.427091,0.106552,0,0,3.229077,2.745009,3.530821
1987,"NaN",0,"NaN",0.504254,0.095945,0,0,3.299007,2.853968,3.498742
1988,"NaN",0,"NaN",0.720009,0.119324,0,0,3.496073,2.620822,3.299853
1989,"NaN",0,"NaN",0.665164,0.101293,0,0,3.534198,2.504907,3.009004
1990,0.015059,0,"NaN",0.761790,0.105140,0,0,4.354827,2.778632,3.477356
1991,0.013792,0,"NaN",0.751310,0.117100,0,0,4.138086,2.663630,3.086608
1992,0.012454,0,"NaN",0.737500,0.078830,0,0,3.527827,1.706585,3.038304
1993,0.011398,0,"NaN",0.752430,0.110390,0,0,3.165518,1.228063,2.706098
1994,0.011120,0,"NaN",0.688480,0.121180,0,0,2.771421,1.061565,2.159796
1995,0.011078,0,"NaN",0.705230,0.099530,0,0,2.596604,1.100918,2.135249
1996,0.011036,0,"NaN",0.795770,0.086320,0,0,3.011858,0.683331,1.606699
1997,0.010994,0,"NaN",0.794330,0.098560,0,0,2.712035,0.790492,1.567542
1998,0.010952,0,"NaN",0.752390,0.157390,0,0.000030,2.511018,0.723148,1.606442
1999,0.010952,0,"NaN",0.720650,0.143240,0,0.000030,2.667743,0.544719,1.588978
2000,0.010952,0,"NaN",0.773410,0.112740,0,0.000060,2.671150,0.512560,1.613813
2001,0.010952,0,"NaN",0.756744,0.119539,0,0.000159,2.589381,0.565398,1.571225
2002,0.010952,0,"NaN",0.769837,0.095028,0,0.000217,2.548496,0.574266,1.581113
2003,0.010952,0,"NaN",0.798405,0.090603,0,0.000304,2.599602,0.594099,1.624892
2004,0.010952,0,"NaN",0.848049,0.114536,0,0.000322,2.579159,0.597565,1.543860
2005,0.010952,0,"NaN",0.859473,0.119718,0,0.000368,2.599602,0.612829,1.561554
2006,0.034377,0,"NaN",0.868203,0.123997,0,0.000337,2.521239,0.628484,1.678999
2007,0.063167,0.002687,"NaN",0.884933,0.096992,0,0.000430,2.378142,0.649368,1.785963
2008,0.070746,0.002509,"NaN",0.853769,0.109400,0,0.000428,2.258894,0.622421,1.749999
2009,0.064875,0.001313,"NaN",0.783171,0.112729,0,0.000406,1.760711,0.605447,1.501805
2010,0.066862,0.001765,"NaN",0.836826,0.123451,0,0.000469,1.964181,0.569260,1.601493
2011,0.070428,0.001250,"NaN",0.841945,0.102098,0.000281,0.000835,2.020569,0.567899,1.737103
2012,0.070987,0.001243,"NaN",0.835820,0.097165,0.003091,0.002672,1.866194,0.575147,1.788517
2013,0.076739,0.000931,"NaN",0.766926,0.127237,0.005254,0.005886,1.717168,0.532838,1.734466
2014,0.079262,0.001191,"NaN",0.809792,0.077675,0.003930,0.010355,1.451416,0.480914,1.489496
2015,0.086603,0.001321,"NaN",0.798035,0.049145,0.004340,0.009876,1.151593,0.426828,1.144839
2016,0.117028,0.001231,"NaN",0.732861,0.069491,0.004443,0.008635,1.131150,0.445413,1.358617
2017,0.123140,0.001889,"NaN",0.770186,0.080528,0.006495,0.008851,1.086858,0.456903,1.078394
2018,0.132790,0.002689,"NaN",0.755141,0.093300,0.009909,0.010633,1.100487,0.470544,1.174607
2019,0.136526,0.002934,"NaN",0.739918,0.058017,0.026144,0.018009,1.018717,0.475264,1.076770
2020,0.141235,0.003178,"NaN",0.676803,0.055710,0.054939,0.028172,1.056195,0.451905,0.983928
