"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.524089,4.048930,2.443626,0,0.442000,0.066800
2001,0.556907,3.969372,2.450325,0,0.465070,0.074871
2002,0.574842,3.983140,2.433703,0,0.390091,0.086835
2003,0.620277,3.945158,2.683195,0,0.359648,0.099999
2004,0.694846,3.860712,2.784306,0,0.412593,0.122305
2005,0.689521,3.742080,2.979704,0,0.349256,0.126763
2006,0.698080,3.737438,2.918116,0,0.355980,0.139104
2007,0.683454,3.620563,2.932421,0,0.313793,0.149600
2008,0.661323,3.407802,2.910655,0,0.395548,0.185920
2009,0.517764,3.153570,2.675432,0,0.464081,0.236395
2010,0.572499,3.072208,2.849396,0,0.479810,0.299728
2011,0.641772,2.983970,2.671779,0,0.427495,0.402897
2012,0.657840,2.779969,2.568837,0,0.388295,0.529835
2013,0.566651,2.543329,2.402655,0,0.486411,0.598834
2014,0.552411,2.416604,2.122977,0,0.536370,0.614412
2015,0.516224,2.557599,2.315355,0,0.401673,0.632840
2016,0.459836,2.537244,2.431650,0,0.367624,0.649250
2017,0.402854,2.569302,2.576837,0,0.309355,0.665489
2018,0.369242,2.629181,2.491707,0,0.436853,0.644723
2019,0.279124,2.552587,2.548462,0,0.413239,0.653496
2020,0.206707,2.133521,2.435820,0,0.414743,0.672161
