"Year","Coal","Oil","Gas","Cement","Flaring"
2000,56.032194,255.591346,134.813160,15.862119,3.261918
2001,59.024471,251.792729,135.107278,16.394484,3.070873
2002,60.015667,257.677047,135.864587,16.288779,2.842968
2003,65.125831,255.950463,149.024212,16.938410,3.383522
2004,72.217312,248.802139,154.661741,17.407936,2.646031
2005,71.264929,239.416362,165.659608,17.403219,2.557067
2006,70.786907,237.474352,162.584730,17.473865,2.591484
2007,70.675246,230.017538,163.512323,17.913986,2.526290
2008,68.138769,219.441404,167.141924,16.127209,2.596129
2009,52.387805,198.742000,154.034299,13.340683,2.231600
2010,58.218054,193.786411,164.346876,13.276015,2.377066
2011,65.439039,186.434054,153.000385,12.583285,2.615242
2012,66.958995,172.402170,147.713829,10.071460,2.527855
2013,57.781948,159.320478,137.700968,8.877183,2.701670
2014,55.837154,158.004379,121.589383,8.338587,2.501214
2015,53.062916,161.657191,132.756286,8.196151,2.574356
2016,48.558932,155.909729,140.758073,7.680499,2.188784
2017,42.039754,148.862416,148.751452,7.711494,2.351401
2018,39.424353,152.699203,143.664632,7.756716,2.295295
2019,30.657962,148.968763,146.422385,7.911519,2.756726
2020,22.703943,127.437789,139.950502,7.911519,2.756726
