"Year","Coal","Oil","Gas","Cement","Flaring"
2000,16.473463,17.461289,22.205794,1.353058,0.189145
2001,15.899623,17.238341,24.647062,1.356593,0.144213
2002,15.628517,16.294177,24.844401,1.425783,0.140346
2003,16.162075,16.056304,27.226688,1.411835,0.146355
2004,15.477004,15.604219,26.815476,1.289299,0.118164
2005,13.598124,16.404447,28.024506,1.198940,0.112839
2006,13.617368,17.172949,26.511687,1.295854,0.117012
2007,13.571612,17.531014,25.106068,1.328096,0.104364
2008,13.063768,17.238995,24.616783,1.260648,0.179944
2009,11.189071,17.171188,21.363976,0.972707,0.179871
2010,11.672042,15.972075,22.917573,0.735351,0.188373
2011,11.954756,15.028688,21.875410,0.563620,0.186943
2012,11.455735,14.344720,19.571815,0.678421,0.150129
2013,10.165985,13.845199,18.365295,0.515881,0.150523
2014,10.185948,15.190659,17.067551,0.565710,0.128992
2015,10.517502,16.531121,18.190958,0.675693,0.131876
2016,9.769787,16.571956,19.324047,0.705228,0.136681
2017,10.031711,17.473536,20.438209,0.783129,0.142545
2018,9.437009,18.555065,19.805346,0.881792,0.147206
2019,8.180680,19.373202,19.825034,1.022863,0.134290
2020,7.657422,18.419549,20.497683,1.022863,0.134290
