"Year","Coal","Oil","Gas","Cement","Flaring"
2000,129.348416,237.664896,173.189458,7.232124,15.759493
2001,126.825289,241.582168,165.582744,6.982743,15.226640
2002,124.207371,242.477145,172.158428,7.148304,15.755795
2003,123.322189,258.366025,175.183825,7.248136,15.300220
2004,115.671275,267.369784,171.314658,7.519955,15.810787
2005,116.765220,261.124624,171.842495,7.613986,15.530117
2006,114.090517,259.315166,171.445385,7.728498,15.897897
2007,118.793126,266.591489,182.848847,7.731020,15.870175
2008,112.632130,257.765870,184.155307,6.988372,15.125671
2009,93.378892,253.650501,177.770082,5.364043,14.213101
2010,96.049735,259.870308,180.144652,6.005436,14.506014
2011,87.053334,262.233711,197.435403,6.020141,14.723876
2012,81.577306,264.178570,198.952615,6.532305,15.512188
2013,79.248548,264.354670,205.109055,5.973037,16.580246
2014,76.346519,257.521301,211.549093,5.911522,16.756417
2015,77.670226,258.909963,211.835065,6.221786,16.130602
2016,72.956503,257.009072,206.868546,6.150837,14.330695
2017,72.208647,260.722873,212.052621,6.853432,15.344775
2018,60.252820,267.812024,226.646907,6.979700,15.645487
2019,57.821220,270.083235,229.266859,7.176731,15.947371
2020,45.117556,246.354656,219.132482,7.176731,15.947371
