"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.940397,1.338615,0.502090,0,0.308785,0.002749
2001,0.772590,1.245616,0.552451,0,0.238540,0.003338
2002,0.806922,1.331741,0.599020,0,0.332492,0.002790
2003,0.871524,1.312489,0.721733,0,0.346501,0.002246
2004,0.924697,1.341976,0.762063,0,0.449096,0.002211
2005,0.927669,1.324866,0.926037,0,0.383086,0.001815
2006,1.095602,1.377389,1.051094,0,0.425746,0.003492
2007,1.233599,1.402331,1.220066,0,0.342823,0.006313
2008,1.239125,1.383201,1.270737,0,0.316166,0.011578
2009,1.293637,1.407803,1.213999,0,0.339607,0.020893
2010,1.316246,1.372350,1.289557,0,0.486178,0.037054
2011,1.418438,1.342877,1.506236,0,0.488280,0.054431
2012,1.527973,1.410923,1.559492,0,0.536566,0.071239
2013,1.321530,1.508742,1.582793,0,0.547671,0.106038
2014,1.512523,1.551943,1.679275,0,0.372374,0.115560
2015,1.454494,1.847952,1.654526,0,0.611507,0.154651
2016,1.610137,1.977109,1.602166,0,0.608658,0.212571
2017,1.652083,2.074144,1.856451,0,0.523967,0.265896
2018,1.710793,2.001439,1.700371,0,0.536292,0.344475
2019,1.755095,2.006250,1.561008,0,0.791800,0.392711
2020,1.658675,1.821828,1.669193,0,0.693331,0.446666
