"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0,0,0,0,"NaN",0
1966,"NaN",0,"NaN",0,0,0,0,0,"NaN",0
1967,"NaN",0,"NaN",0,0,0,0,0,"NaN",0
1968,"NaN",0,"NaN",0,0,0,0,0,"NaN",0
1969,"NaN",0,"NaN",0,0,0,0,0,"NaN",0
1970,"NaN",0,"NaN",0,0,0,0,0,"NaN",0
1971,0.186566,0,"NaN",0,0,0,0,0,0.029287,0
1972,0.194377,0,"NaN",0,0.001750,0,0,0.015826,0.035708,0.003913
1973,0.200433,0,"NaN",0,0.003310,0,0,0.021897,0.040349,0.005085
1974,0.203975,0,"NaN",0,0.002430,0,0,0.024074,0.041974,0.004520
1975,0.210594,0,"NaN",0,0.004360,0,0,0.024200,0.049074,0.005231
1976,0.215677,0,"NaN",0,0.004940,0,0,0.031862,0.053096,0.005169
1977,0.221441,0,"NaN",0,0.004370,0,0,0.035546,0.052282,0.005399
1978,0.225864,0,"NaN",0,0.005060,0,0,0.039230,0.055656,0.005231
1979,0.230663,0,"NaN",0,0.005870,0,0,0.045134,0.061604,0.003892
1980,0.236650,0,"NaN",0,0.005830,0,0,0.050828,0.069448,0.005200
1981,0.239349,0,"NaN",0,0.006250,0,0,0.049010,0.071615,0.005345
1982,0.244811,0,"NaN",0,0.005230,0,0,0.063629,0.070637,0.006475
1983,0.256351,0,"NaN",0,0.006620,0,0,0.070802,0.063171,0.003665
1984,0.253240,0,"NaN",0,0.008970,0,0,0.081722,0.063655,0.001467
1985,0.258502,0,"NaN",0,0.007390,0,0,0.092810,0.071060,0.002051
1986,0.270159,0,"NaN",0,0.004500,0,0,0.104653,0.076592,0.003097
1987,0.244666,0,"NaN",0,0.005170,0,0,0.122961,0.075404,0.004876
1988,0.266990,0,"NaN",0,0.006750,0,0,0.144724,0.075543,0.005022
1989,0.275012,0,"NaN",0,0.009200,0,0,0.152995,0.082591,0.005231
1990,0.287395,0,"NaN",0,0.008840,0,0,0.164671,0.080020,0.011781
1991,0.287889,0,"NaN",0,0.008380,0,0,0.169587,0.074242,0.003767
1992,0.292773,0,"NaN",0,0.007960,0,0,0.184933,0.082815,0.003537
1993,0.293965,0,"NaN",0,0.006080,0,0,0.207009,0.092769,0.001318
1994,0.301407,0,"NaN",0,0.008470,0,0,0.219549,0.096685,0.001235
1995,0.302220,0,"NaN",0,0.003720,0,0,0.242724,0.125473,0.013434
1996,0.291523,0,"NaN",0,0.007390,0,0,0.260513,0.128183,0.007366
1997,0.301260,0,"NaN",0,0.007190,0,0,0.256078,0.147157,0.013518
1998,0.305941,0,"NaN",0,0.008650,0,0,0.276712,0.162201,0.003892
1999,0.312771,0,"NaN",0,0.008330,0,0,0.301693,0.144662,0.001925
2000,0.319391,0,"NaN",0,0.007490,0,0,0.326095,0.142156,0.013811
2001,0.325246,0,"NaN",0,0.009866,0,0,0.365156,0.169800,0.014648
2002,0.330822,0,"NaN",0,0.007393,0.000001,0,0.384161,0.170512,0.015297
2003,0.336328,0,"NaN",0,0.007346,0.000009,0,0.413223,0.176747,0.014627
2004,0.340922,0,"NaN",0,0.007299,0.000019,0,0.444248,0.166786,0.014648
2005,0.345409,0,"NaN",0,0.007253,0.000033,0,0.477481,0.167842,0.030053
2006,0.348649,0,"NaN",0,0.007207,0.000052,0.000015,0.517081,0.169643,0.045662
2007,0.351842,0,"NaN",0,0.007162,0.000086,0.000015,0.552109,0.160414,0.037265
2008,0.354277,0,"NaN",0,0.009028,0.000144,0.000028,0.589551,0.162981,0.039226
2009,0.355407,0.000009,"NaN",0,0.003938,0.000237,0.000048,0.674883,0.152393,0.049013
2010,0.356687,0.000019,"NaN",0,0.006843,0.000416,0.000048,0.693134,0.169779,0.031233
2011,0.356481,0.000028,"NaN",0,0.008135,0.000545,0.000048,0.704957,0.219393,0.046496
2012,0.356445,0.000037,"NaN",0,0.007205,0.000843,0.000047,0.768106,0.234138,0.038366
2013,0.355941,0.000046,"NaN",0,0.006713,0.001194,0.000047,0.790300,0.229224,0.053115
2014,0.354261,0.000055,"NaN",0,0.005190,0.001530,0.000047,0.828802,0.257372,0.031872
2015,0.351714,0.000024,"NaN",0,0.008180,0.001807,0.000046,0.930746,0.272396,0.094868
2016,0.347493,0.000026,"NaN",0,0.008009,0.001992,0.000046,0.952234,0.298117,0.069713
2017,0.343229,0.000026,"NaN",0,0.009266,0.002280,0.000046,0.957336,0.333812,0.078216
2018,0.336110,0.000026,"NaN",0,0.007743,0.002461,0.000045,0.987444,0.381725,0.085703
2019,0.331717,0.000026,"NaN",0,0.007337,0.003113,0.000045,1.113638,0.376472,0.138762
2020,0.333631,0.000027,"NaN",0,0.006223,0.003666,0.000045,1.095651,0.331442,0.154581
