"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.888181,0.339945,0.314016,0.135900,0.017580,0.007674
2001,0.871669,0.359711,0.336290,0.146535,0.020407,0.006999
2002,0.855470,0.348303,0.324981,0.184964,0.024598,0.007528
2003,0.869479,0.372713,0.328337,0.253744,0.013564,0.007378
2004,0.870798,0.410706,0.326064,0.256540,0.019677,0.007052
2005,0.841309,0.428966,0.322528,0.239451,0.023046,0.006596
2006,0.871111,0.423037,0.317926,0.250636,0.024545,0.010012
2007,0.869453,0.420092,0.303068,0.250271,0.019884,0.013344
2008,0.824579,0.422035,0.300342,0.252317,0.019237,0.020882
2009,0.761674,0.407444,0.284881,0.256963,0.022946,0.029319
2010,0.786172,0.384744,0.337856,0.262711,0.026183,0.038849
2011,0.773959,0.389815,0.285086,0.263856,0.019910,0.061246
2012,0.742137,0.384969,0.287051,0.281188,0.020692,0.066697
2013,0.707416,0.367339,0.290832,0.283375,0.026327,0.071900
2014,0.685569,0.388716,0.258833,0.277827,0.017491,0.079760
2015,0.683500,0.377556,0.271420,0.244443,0.016345,0.081864
2016,0.688346,0.354501,0.293759,0.218221,0.018111,0.079537
2017,0.652791,0.415066,0.301492,0.255056,0.016826,0.082862
2018,0.648715,0.418010,0.287382,0.267717,0.014561,0.082473
2019,0.602049,0.423373,0.299698,0.269626,0.017900,0.085691
2020,0.489077,0.371161,0.304646,0.266834,0.019027,0.086838
