"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.544253,3.721664,0.349362,0.060460,3.044030,0.322243
2001,0.535637,3.782650,0.442303,0.141863,2.661365,0.308144
2002,0.518437,3.706511,0.522585,0.136575,2.824005,0.348286
2003,0.537907,3.596848,0.584903,0.131011,2.997388,0.351781
2004,0.563965,3.717103,0.695609,0.113152,3.126237,0.383658
2005,0.543905,3.794994,0.724576,0.095431,3.267777,0.415487
2006,0.536306,3.868220,0.762112,0.132351,3.356430,0.409089
2007,0.568338,4.021501,0.784859,0.118095,3.576520,0.545528
2008,0.576476,4.200030,0.923792,0.132745,3.511933,0.689286
2009,0.465146,4.162062,0.744070,0.122372,3.692665,0.765015
2010,0.605512,4.539266,0.992764,0.136322,3.785481,0.894218
2011,0.646811,4.825940,0.989403,0.146091,3.996033,0.853826
2012,0.640067,4.977892,1.172755,0.148720,3.851355,0.874769
2013,0.689917,5.264293,1.381780,0.142398,3.603722,1.021147
2014,0.733559,5.433427,1.463597,0.140893,3.421328,1.186806
2015,0.737920,5.091610,1.545715,0.134186,3.276229,1.414413
2016,0.666527,4.829664,1.335164,0.143624,3.448484,1.461916
2017,0.702977,4.904987,1.354753,0.141653,3.338158,1.593216
2018,0.687378,4.721071,1.292069,0.140240,3.480268,1.795933
2019,0.648124,4.810174,1.286401,0.143778,3.546827,1.986079
2020,0.578968,4.606790,1.156254,0.135852,3.524219,2.005916
