"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,0.037837,0.000260,"NaN",0,0.008960,0,0,0.061675,0.231929,2.490351
1966,0.039007,0.000380,"NaN",0,0.008960,0,0,0.073317,0.241231,2.523719
1967,0.041681,0.000440,"NaN",0,0.009570,0,0,0.089596,0.261793,2.569397
1968,0.043595,0.000470,"NaN",0,0.010050,0,0,0.123091,0.327557,2.693033
1969,0.045380,0.000840,"NaN",0,0.008100,0,0,0.170655,0.360281,2.829314
1970,0.038875,0.000590,"NaN",0,0.017710,0,0,0.217652,0.381037,2.938296
1971,0.044467,0.001010,"NaN",0,0.015690,0,0,0.239373,0.404009,3.007672
1972,0.049837,0.001850,"NaN",0,0.015030,0,0,0.251879,0.453448,3.146255
1973,0.043301,0.002230,"NaN",0,0.014560,0,0,0.261953,0.503023,3.159192
1974,0.044485,0.002350,"NaN",0,0.021220,0,0,0.269259,0.529729,3.248245
1975,0.044378,0.002110,"NaN",0,0.019900,0,0,0.288346,0.576622,3.504393
1976,0.041580,0.001830,"NaN",0,0.016450,0,0,0.307656,0.636488,3.664120
1977,0.039909,0.002650,"NaN",0,0.019570,0,0,0.326433,0.681107,3.794078
1978,0.035997,0.002620,"NaN",0,0.019510,0,0,0.343640,0.728366,3.970719
1979,0.032356,0.002400,"NaN",0,0.018070,0,0,0.358429,0.742670,4.018616
1980,0.034909,0.002480,"NaN",0,0.023490,0,0,0.367285,0.733496,4.255631
1981,0.046381,0.002690,"NaN",0,0.021370,0,0,0.346434,0.687730,3.794497
1982,0.041061,0.002690,"NaN",0,0.015430,0,0,0.346289,0.649357,3.927846
1983,0.043494,0.003620,"NaN",0,0.016750,0,0,0.354202,0.671212,3.918342
1984,0.051553,0.003450,"NaN",0,0.014080,0,0,0.368465,0.688952,4.085731
1985,0.054839,0.003970,"NaN",0,0.018520,0,0,0.373710,0.700476,4.180729
1986,0.084098,0.003680,"NaN",0,0.015490,0,0,0.396062,0.723537,4.287618
1987,0.074712,0.001930,"NaN",0,0.016610,0,0,0.408900,0.732890,4.442195
1988,0.069391,0.000940,"NaN",0,0.017930,0,0,0.406046,0.750748,4.319898
1989,0.065597,0.001030,"NaN",0,0.016090,0,0,0.398590,0.745574,4.127808
1990,0.061036,0.000550,0,0,0.014170,0,0,0.374206,0.683118,3.284147
1991,0.051624,0.000830,0,0,0.014250,0,0,0.348944,0.645118,3.252804
1992,0.057213,0.001110,0,0,0.015070,0,0,0.324987,0.589575,3.144747
1993,0.159006,0.000610,0,0,0.014880,0,0,0.341385,0.608172,3.108552
1994,0.154842,0.000510,0,0,0.017330,0,0,0.343987,0.641355,2.895072
1995,0.157494,0.000670,0,0,0.018870,0,0.000010,0.376592,0.649632,2.944308
1996,0.155021,0.001330,0,0,0.019310,0,0,0.395454,0.758927,3.013755
1997,0.154832,0.001690,0,0,0.019610,0,0.000020,0.394289,0.790980,2.941039
1998,0.155640,0.002200,0,0,0.023090,0,0.000040,0.398345,0.899571,2.650052
1999,0.149350,0.001930,0,0,0.021550,0,0.000040,0.387833,0.942327,2.542438
2000,0.151440,0.002210,0,0,0.021060,0,0.000050,0.416992,0.866273,2.354811
2001,0.161894,0.004411,0,0,0.023099,0,0.000139,0.434447,0.846287,2.327069
2002,0.164737,0.004215,0,0,0.022496,0,0.000602,0.423419,0.862555,2.283016
2003,0.165718,0.004462,0.001179,0,0.016389,0,0.001216,0.471462,0.876110,2.350423
2004,0.172010,0.008287,0.000563,0,0.020290,0,0.001384,0.497416,0.936209,2.281355
2005,0.176704,0.014630,0.002065,0,0.021313,0,0.001307,0.512234,0.968219,2.307683
2006,0.183677,0.019176,0.003767,0,0.019649,0,0.002463,0.518052,1.049572,2.403302
2007,0.186736,0.024437,0.004023,0,0.022491,0,0.004992,0.518191,1.086486,2.342412
2008,0.202936,0.034373,0.018255,0,0.020460,0,0.007954,0.563171,1.114826,2.311857
2009,0.221435,0.049359,0.025936,0,0.022431,0,0.010172,0.543412,1.102557,2.170349
2010,0.250526,0.059177,0.026739,0,0.027409,0,0.015619,0.584375,1.162978,2.305883
2011,0.272958,0.070910,0.028362,0,0.021756,0.000002,0.029900,0.592291,1.158374,2.301184
2012,0.300955,0.093602,0.031457,0,0.018889,0.000010,0.044018,0.627097,1.114866,2.144870
2013,0.295227,0.079469,0.030625,0,0.022480,0.000014,0.055338,0.626775,1.036718,2.234960
2014,0.293064,0.091406,0.029127,0,0.020000,0.000064,0.070343,0.612490,1.040711,2.070175
2015,0.299458,0.088694,0.027246,0,0.016684,0.000519,0.098885,0.615557,1.088261,2.037770
2016,0.290659,0.072037,0.018253,0,0.019365,0.001123,0.113962,0.657274,1.195973,2.072410
2017,0.279000,0.058392,0.025261,0,0.023040,0.001485,0.134181,0.690492,1.298019,2.083965
2018,0.279835,0.058587,0.038114,0,0.017626,0.002684,0.114517,0.717338,1.331426,2.085031
2019,0.292945,0.068489,0.041165,0,0.017419,0.006335,0.134667,0.751996,1.357116,1.857882
2020,0.295520,0.070147,0.038930,0,0.018785,0.017674,0.139673,0.776060,1.282290,1.669376
