"Year","Coal","Oil","Gas","Cement","Flaring"
2000,2.179839,2.469140,1.257599,0.041445,0.036182
2001,2.115059,2.481985,1.204741,0.041613,0.035931
2002,2.119322,2.476570,1.244766,0.043164,0.036572
2003,2.158577,2.537209,1.211115,0.043349,0.036430
2004,2.190331,2.596286,1.217622,0.045886,0.036825
2005,2.214838,2.608477,1.199296,0.046194,0.037244
2006,2.183112,2.570893,1.182916,0.046851,0.037824
2007,2.208712,2.551510,1.257550,0.045509,0.038375
2008,2.174329,2.363676,1.266645,0.041416,0.039847
2009,1.905943,2.233033,1.245742,0.029615,0.039071
2010,2.013304,2.250504,1.308832,0.031449,0.041343
2011,1.903555,2.201747,1.327528,0.032208,0.045542
2012,1.684037,2.152124,1.388255,0.035270,0.048883
2013,1.740833,2.184125,1.427506,0.036369,0.054647
2014,1.734526,2.201176,1.455804,0.039439,0.059753
2015,1.504946,2.239490,1.495321,0.039907,0.061547
2016,1.379744,2.246524,1.502475,0.039439,0.051908
2017,1.338667,2.265326,1.480059,0.040324,0.056186
2018,1.283532,2.316811,1.641041,0.038971,0.071008
2019,1.098854,2.313372,1.694894,0.040896,0.084510
2020,0.888649,2.020538,1.654988,0.040795,0.084510
