"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.054575,2.792560,2.139872,0,0.037810,0.000365
2001,0.053503,2.879078,2.395177,0,0.040952,0.000335
2002,0.050694,2.903791,2.815932,0,0.079086,0.000299
2003,0.054926,2.917021,2.889963,0,0.094036,0.000271
2004,0.057496,3.056063,3.357217,0,0.116290,0.000451
2005,0.065170,3.276556,3.493688,0,0.139908,0.000687
2006,0.062906,3.570964,3.808224,0,0.178105,0.001207
2007,0.065575,3.596666,4.267880,0,0.171733,0.001348
2008,0.049104,3.706941,4.528322,0,0.070684,0.001863
2009,0.056841,3.599876,4.852599,0,0.063495,0.002155
2010,0.053831,3.367828,5.198018,0,0.096230,0.002063
2011,0.059758,3.433443,5.514934,0.000999,0.099674,0.002204
2012,0.047044,3.538611,5.491639,0.013461,0.115928,0.002110
2013,0.060069,3.771380,5.538042,0.039221,0.134787,0.002132
2014,0.068440,3.498854,6.242434,0.037284,0.132881,0.002245
2015,0.065345,3.087275,6.624701,0.031833,0.120688,0.002368
2016,0.063327,3.072503,7.067486,0.058613,0.139619,0.002635
2017,0.068956,3.125979,7.378479,0.062618,0.155088,0.003749
2018,0.071589,3.270054,7.906018,0.061606,0.101924,0.007441
2019,0.074401,3.531198,8.044037,0.057147,0.258188,0.008345
2020,0.074401,3.311109,8.391676,0.056202,0.188038,0.008655
