"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.161975,0.294983,0.404309,0.141800,0.001780,0.000650
2001,0.153898,0.284754,0.448433,0.140343,0.001848,0.000705
2002,0.148489,0.277693,0.452616,0.137730,0.001915,0.000424
2003,0.151958,0.260179,0.497645,0.108012,0.001677,0.001618
2004,0.144086,0.276510,0.490368,0.116114,0.001998,0.007124
2005,0.128137,0.318935,0.506349,0.133962,0.001956,0.016259
2006,0.128624,0.337038,0.479672,0.129530,0.001790,0.013032
2007,0.130804,0.335790,0.448190,0.140349,0.002008,0.017198
2008,0.127058,0.319027,0.442161,0.140817,0.002024,0.027215
2009,0.106982,0.302875,0.383171,0.145690,0.002153,0.032214
2010,0.112711,0.284039,0.410955,0.147941,0.001765,0.033786
2011,0.113571,0.277066,0.392887,0.146330,0.002071,0.029826
2012,0.109273,0.259465,0.350639,0.146444,0.001975,0.029007
2013,0.095677,0.255502,0.326885,0.141660,0.001963,0.029412
2014,0.094576,0.282508,0.292306,0.143368,0.002758,0.033944
2015,0.098014,0.302637,0.313584,0.144206,0.002131,0.034547
2016,0.091823,0.304045,0.336104,0.145340,0.002345,0.034920
2017,0.093856,0.325794,0.357629,0.144878,0.001980,0.036198
2018,0.088795,0.349422,0.346407,0.140769,0.001986,0.039719
2019,0.076865,0.353083,0.354384,0.145197,0.001952,0.048234
2020,0.071948,0.327995,0.366408,0.142603,0.002167,0.056851
