"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.613813,0.512560,2.671150,0.773410,0.112740,0.000060
2001,1.571225,0.565398,2.589381,0.756744,0.119539,0.000159
2002,1.581113,0.574266,2.548496,0.769837,0.095028,0.000217
2003,1.624892,0.594099,2.599602,0.798405,0.090603,0.000304
2004,1.543860,0.597565,2.579159,0.848049,0.114536,0.000322
2005,1.561554,0.612829,2.599602,0.859473,0.119718,0.000368
2006,1.678999,0.628484,2.521239,0.868203,0.123997,0.000337
2007,1.785963,0.649368,2.378142,0.884933,0.096992,0.003117
2008,1.749999,0.622421,2.258894,0.853769,0.109400,0.002936
2009,1.501805,0.605447,1.760711,0.783171,0.112729,0.001719
2010,1.601493,0.569260,1.964181,0.836826,0.123451,0.002234
2011,1.737103,0.567899,2.020569,0.841945,0.102098,0.002366
2012,1.788517,0.575147,1.866194,0.835820,0.097165,0.007006
2013,1.734466,0.532838,1.717168,0.766926,0.127237,0.013839
2014,1.489496,0.480914,1.451416,0.809792,0.077675,0.017191
2015,1.144839,0.426828,1.151593,0.798035,0.049145,0.016956
2016,1.358617,0.445413,1.131150,0.732861,0.069491,0.015864
2017,1.078394,0.456903,1.086858,0.770186,0.080528,0.019111
2018,1.174607,0.470544,1.100487,0.755141,0.093300,0.024732
2019,1.076770,0.475264,1.018717,0.739918,0.058017,0.050652
2020,0.983928,0.451905,1.056195,0.676803,0.055710,0.089358
