"Year","Coal","Oil","Gas","Cement","Flaring"
2000,0,61.679776,5.888048,2.319373,1.828336
2001,0,75.295200,5.158912,2.273593,1.828336
2002,0,77.658480,4.297872,2.537479,1.828336
2003,0,85.253952,2.916544,0.691341,1.923600
2004,0,95.487504,1.868640,0.890106,15.388800
2005,0,87.089616,12.439280,1.045237,12.190128
2006,0,71.601888,11.959296,1.235339,13.168416
2007,0,34.661440,12.028912,1.629409,12.849648
2008,0,62.786304,15.249568,2.310203,11.457328
2009,0,70.198576,16.700512,2.516713,13.553136
2010,0,78.471888,14.817216,2.868185,13.908544
2011,0,99.338368,13.908544,3.538692,18.488544
2012,0,113.147984,13.153760,3.477528,23.035568
2013,0,122.525085,13.058204,4.179290,23.914393
2014,0,124.617206,12.633192,3.143352,24.757099
2015,0,121.072228,12.985503,3.492613,28.096173
2016,0,142.536928,14.285936,3.492613,34.045888
2017,0,154.745376,19.225008,3.492613,34.240080
2018,0,145.028448,30.488144,3.492613,32.316480
2019,0,146.479067,40.703235,3.492613,32.316480
2020,0,131.592511,43.427542,3.492613,32.316480
